"1-1";"2-1";"3-1";"4-1";"5-1";"6-1";"1-2";"2-2";"3-2";"4-2";"5-2";"6-2";"1-3";"2-3";"3-3";"4-3";"5-3";"6-3";"1-4";"2-4";"3-4";"4-4";"5-4";"6-4";"1-5";"2-5";"3-5";"4-5";"5-5";"6-5";"1-6";"2-6";"3-6";"4-6";"5-6";"6-6";"7-7";"8-7";"9-7";"7-8";"8-8";"9-8";"7-9";"8-9";"9-9";"10-10";"11-10";"10-11";"11-11"
"165";0.9;1.1;1;1;1.1;1.1;0.9;0.9;1.1;1;0.9;1.1;0.9;1.1;1.1;1;NA;1.1;1;0.9;0.9;0.9;1;0.9;1;1;1.1;0.9;1;0.9;1;0.9;1.1;1.1;1;1.1;1;1.1;1.1;1;1.1;0.9;0.9;1;1;1.1;1;0.9;0.9
"166";0.9;1;1;1.1;1;0.9;1.1;0.9;1;1.1;0.9;0.9;0.9;0.9;0.9;1;1.1;1.1;1;1.1;1;1;0.9;0.9;1;1;0.9;1;1;0.9;1;1.1;0.9;1.1;1.1;1;1.1;1.1;1.1;1;0.9;1.1;1;0.9;1;0.9;1.1;1.1;1.1
"167";1;1.1;1.1;1.1;1;1.1;0.9;1.1;1;0.9;1;0.9;0.9;1.1;1;1.1;NA;0.9;1.1;1;1.1;1;1.1;0.9;1.1;1;0.9;1.1;0.9;0.9;0.9;1.1;1.1;0.9;1;1;1;1;0.9;1;1.1;1;0.9;1;0.9;0.9;0.9;1;1.1
"168";0.9;1.1;1.1;1.1;0.9;0.9;1;0.9;1.1;1;1;1.1;1.1;0.9;0.9;1;NA;1;1.1;1;0.9;1;1.1;0.9;1;0.9;0.9;1;1;1.1;1.1;1;1.1;1;0.9;1;0.9;1;1.1;0.9;1.1;1;0.9;1.1;1.1;0.9;1.1;1;0.9
"169";1;0.9;0.9;1;1.1;1;1;1;0.9;1;1;1;1;1;0.9;0.9;1.1;1;0.9;0.9;1.1;1.1;1;1;1.1;1.1;0.9;0.9;1.1;1;1;1;0.9;0.9;1.1;1.1;1.1;1.1;0.9;0.9;1;0.9;1.1;1.1;1.1;1.1;0.9;0.9;1.1
"170";1;1;0.9;1;1;0.9;1.1;0.9;1.1;1;1.1;1.1;0.9;0.9;1.1;1.1;1.1;1;0.9;1;1.1;1.1;1;1.1;1;1;1;0.9;0.9;1;0.9;0.9;1;0.9;1.1;1;1.1;0.9;0.9;1;0.9;1.1;0.9;1.1;0.9;1.1;1;1;1.1
"171";1.1;1.1;1;1;0.9;1.1;1.1;1;1;1;1.1;1;1.1;1;1.1;0.9;NA;0.9;0.9;0.9;1.1;1;1.1;1;1;1;0.9;0.9;1;1.1;0.9;1;1.1;0.9;0.9;1.1;1;0.9;0.9;1.1;1.1;0.9;0.9;1.1;0.9;1;0.9;1;1.1
"172";0.9;1;1;1.1;1.1;0.9;1.1;1;1.1;0.9;0.9;0.9;1;1.1;1;1.1;0.9;1;0.9;1;1.1;0.9;1.1;0.9;1.1;0.9;1.1;1.1;1.1;1;1;0.9;1;0.9;0.9;1.1;1.1;0.9;1;1;0.9;1.1;1;1;1;1;1.1;0.9;1
"173";1.1;1.1;0.9;1.1;0.9;1;0.9;1;1.1;1.1;1;1;1;1.1;1;1;1.1;1;1.1;1;1.1;1;1.1;1.1;1.1;1;0.9;1;0.9;0.9;1;0.9;1.1;0.9;0.9;1;1;0.9;1.1;0.9;1.1;0.9;1;0.9;0.9;0.9;1;0.9;1.1
"174";1.1;1;0.9;0.9;1;0.9;1;1;1;0.9;1;1.1;1.1;0.9;0.9;1;NA;0.9;0.9;0.9;0.9;0.9;1.1;1.1;1.1;1.1;0.9;1.1;0.9;1.1;1;1.1;1.1;1;1;1.1;1.1;1;1;1;0.9;0.9;1;1;1;1.1;1.1;0.9;1.1
"175";0.9;0.9;1;0.9;0.9;1.1;1.1;1;1;0.9;1.1;1;1;0.9;0.9;1;1.1;1.1;1.1;1.1;0.9;0.9;0.9;1;0.9;1.1;0.9;1;0.9;0.9;0.9;1;1.1;1;1;1.1;1;1;1;1.1;1.1;1;1;0.9;1.1;1.1;1.1;1;1.1
"176";1.1;1.1;1.1;1.1;1.1;1;1.1;1;1;1.1;1;1.1;1.1;1;1.1;0.9;0.9;0.9;0.9;0.9;1;0.9;1;0.9;1.1;1;0.9;1.1;0.9;1.1;1;1.1;1;1;0.9;0.9;1.1;1;0.9;1;1;1.1;1;1;0.9;1;0.9;0.9;0.9
"177";1.1;0.9;1;1.1;0.9;0.9;0.9;1;1.1;1.1;1.1;1.1;1;1.1;1;1;0.9;0.9;1;0.9;0.9;0.9;1;0.9;0.9;1.1;1;0.9;1.1;1.1;1.1;1;1;1;1;0.9;1.1;0.9;0.9;1;1;1.1;1.1;1;1;1.1;0.9;1;1.1
"178";1;0.9;1;1.1;0.9;0.9;0.9;0.9;1.1;1;1;0.9;1;1;0.9;1.1;0.9;1.1;0.9;1.1;0.9;1.1;0.9;1;1;0.9;1;1;1.1;1.1;0.9;1.1;0.9;1;1;1.1;1.1;0.9;1;0.9;1.1;1.1;1.1;1;1.1;1;1.1;1;1
"179";1;1.1;1.1;1.1;0.9;1.1;0.9;0.9;1.1;0.9;1;1.1;0.9;1.1;0.9;1;0.9;1.1;1;0.9;1.1;1;1;1.1;1;1.1;0.9;1;1;1;0.9;1;1;1;1;1.1;0.9;1.1;0.9;0.9;0.9;1;0.9;0.9;1.1;1;1;1.1;1.1
"180";1.1;0.9;1.1;1;0.9;0.9;1.1;1;0.9;1;1.1;1;1.1;1.1;1;1;1.1;0.9;1;1.1;0.9;0.9;1.1;1;1.1;1;0.9;1;0.9;1;1;1.1;1.1;1;0.9;1.1;0.9;0.9;1;0.9;0.9;1;1.1;1.1;0.9;1;0.9;1.1;1
"181";0.9;1;0.9;1.1;0.9;1.1;0.9;1.1;1.1;1.1;1;0.9;1;1.1;0.9;1.1;NA;1;1;0.9;0.9;1;0.9;1.1;1;1;0.9;1.1;1;0.9;1;1;1.1;1.1;1.1;0.9;1.1;1;0.9;1;0.9;1;1;0.9;1.1;1.1;1.1;1;0.9
"182";0.9;1;1;1;1.1;0.9;0.9;0.9;0.9;1.1;1.1;1.1;1;0.9;1.1;0.9;1.1;0.9;1;1;0.9;1;1;1.1;1;0.9;1;1.1;0.9;1.1;1;1.1;0.9;1;0.9;1;1.1;1.1;0.9;1;1.1;0.9;1;1.1;1;1.1;0.9;1.1;1
"183";0.9;0.9;0.9;1.1;1.1;1;1.1;0.9;1;1;1.1;1.1;1.1;0.9;1.1;1;NA;0.9;1;1;1.1;0.9;1;0.9;1.1;1.1;0.9;1;1.1;1;1.1;1.1;1;0.9;0.9;0.9;1.1;1;0.9;0.9;0.9;1;1.1;1;1;1;0.9;1.1;1
"184";0.9;1;0.9;1.1;1;1;0.9;0.9;1;0.9;1.1;1;1.1;0.9;0.9;1.1;NA;1.1;0.9;1;1.1;1.1;1.1;1.1;1.1;1.1;0.9;1;1;1;1.1;1;1.1;1;0.9;1;0.9;1.1;1;0.9;0.9;0.9;0.9;1.1;1;1.1;0.9;1;1
"185";0.9;0.9;1;1.1;1.1;1;1.1;0.9;0.9;1;0.9;1;1.1;1;1;0.9;NA;1;1.1;1;0.9;1;1.1;0.9;1.1;0.9;1.1;1;0.9;0.9;1;1.1;1.1;1;0.9;1;0.9;1.1;1.1;0.9;1.1;1.1;0.9;1.1;1;1.1;1;0.9;1
"186";1;1.1;1.1;0.9;1.1;1;1;1;0.9;0.9;0.9;1;1.1;1;1;1;1.1;1;0.9;1.1;1;1.1;0.9;1.1;1;1.1;1;0.9;0.9;0.9;1.1;0.9;0.9;1.1;0.9;1;1.1;1;0.9;0.9;1;1.1;1.1;1.1;0.9;1.1;1;1;0.9
"187";1.1;1;0.9;1;1;0.9;1;0.9;1.1;0.9;1;0.9;1.1;1;1.1;1.1;0.9;1;1.1;1;1;1;1.1;0.9;0.9;1.1;1.1;1.1;1.1;1;0.9;0.9;1;0.9;0.9;1.1;1;1.1;0.9;0.9;1;1;0.9;1.1;1.1;1;0.9;1.1;1
"188";1.1;1.1;0.9;1.1;1.1;0.9;1.1;0.9;1;0.9;1.1;1;0.9;1;1.1;1;NA;1;1.1;1;0.9;1;1;0.9;1;1.1;1;1.1;0.9;1;1.1;1.1;0.9;1.1;0.9;0.9;0.9;1.1;0.9;0.9;1.1;1;1.1;0.9;1;1;0.9;1;1
"189";1;1;1;1;1;1;0.9;1;1;0.9;1;0.9;0.9;1.1;0.9;1;1.1;1;1.1;0.9;0.9;0.9;0.9;1.1;1.1;1.1;0.9;1.1;1;0.9;1;0.9;1;1.1;1.1;1.1;1.1;1.1;0.9;0.9;1;0.9;1;0.9;1;1.1;1.1;1.1;1.1
"190";1;1;0.9;1;1;0.9;0.9;1;1;0.9;1.1;0.9;1;0.9;0.9;1;1.1;1.1;0.9;1;1;1.1;0.9;0.9;1.1;1.1;1;1;1;1;1.1;1;1.1;1.1;0.9;0.9;1.1;1.1;1.1;1;1.1;1.1;1.1;0.9;0.9;0.9;1.1;0.9;1
"191";1.1;1.1;1;1;1;1;1.1;1.1;1;0.9;0.9;0.9;1.1;1.1;1;1;0.9;1.1;0.9;0.9;1.1;0.9;1.1;1.1;1;1;1.1;1;0.9;1.1;1;1.1;1;1;1;1;0.9;0.9;1;0.9;1.1;0.9;1;0.9;1.1;0.9;0.9;0.9;1.1
"192";1;1.1;0.9;1.1;1;1.1;0.9;0.9;1;0.9;1.1;0.9;1;1;1;0.9;1.1;1.1;1.1;0.9;1.1;0.9;1.1;0.9;1.1;0.9;1;0.9;1;0.9;1.1;0.9;1;1.1;1.1;1;1;1.1;1;1;1;1.1;0.9;1;1.1;0.9;0.9;1;1
"193";1;1.1;1;1.1;0.9;1.1;1;1;0.9;0.9;1.1;1;0.9;1.1;1;1;1.1;1;1;0.9;0.9;0.9;1;1.1;1;0.9;1;1.1;0.9;1.1;1;1.1;1;1;1;0.9;0.9;0.9;1.1;0.9;1.1;1.1;1;1.1;1.1;0.9;1.1;0.9;0.9
"194";1;1;1.1;1.1;1;1;1.1;1.1;1;0.9;0.9;1;1;0.9;0.9;1.1;0.9;0.9;1;1;0.9;0.9;0.9;0.9;1.1;1.1;1;1;1.1;1.1;1;1.1;1.1;0.9;1;1.1;0.9;1.1;1;1.1;0.9;1;1;0.9;0.9;1.1;0.9;1.1;1
"195";1;1;1.1;0.9;0.9;1.1;1.1;1.1;0.9;1;1.1;1;1.1;1.1;0.9;1;NA;1.1;0.9;1.1;1.1;0.9;1.1;0.9;0.9;1;1;1;1;1;1;1.1;0.9;0.9;0.9;0.9;1;1.1;0.9;0.9;0.9;1;1;1.1;1;1.1;0.9;1.1;1
"196";1;0.9;0.9;1;1;0.9;1;1;1;1.1;1.1;1.1;1.1;1;1.1;0.9;NA;0.9;1.1;1;1.1;1;0.9;0.9;1.1;1;0.9;0.9;1;1.1;1.1;1.1;1;1;0.9;1;0.9;1.1;1.1;1.1;1;0.9;1.1;0.9;0.9;1.1;0.9;0.9;1
"197";1.1;0.9;1;1;1;1.1;1.1;0.9;0.9;1.1;1;0.9;1;0.9;1.1;0.9;1.1;1;1.1;1.1;1;1.1;1;1.1;1.1;0.9;1;1.1;1;1.1;1.1;1;0.9;1.1;0.9;1;1;1.1;0.9;1;0.9;0.9;0.9;1;0.9;1;1;0.9;0.9
"198";0.9;1.1;1;1.1;1.1;0.9;1.1;1;1.1;0.9;1;0.9;0.9;1;1;0.9;NA;1.1;1.1;1;0.9;1.1;0.9;1;0.9;1.1;1;1.1;1;1;0.9;1.1;1.1;0.9;1;1.1;1.1;1;0.9;1;1;0.9;0.9;0.9;1.1;1;1;0.9;1.1
"199";1;0.9;0.9;1;0.9;0.9;1.1;1;1.1;1;0.9;1.1;0.9;1;1.1;1;0.9;1.1;1.1;0.9;0.9;1;1;1.1;1;0.9;1;1.1;0.9;1;1.1;1;1;1;1.1;1.1;1.1;0.9;1.1;1;0.9;1.1;1;0.9;0.9;1;1.1;0.9;1.1
"200";0.9;0.9;1.1;1.1;0.9;1.1;1;1;0.9;1.1;1;0.9;0.9;0.9;1.1;1;NA;1.1;1.1;1;0.9;0.9;1.1;1;1.1;0.9;1.1;1.1;0.9;1.1;1;1;0.9;1.1;0.9;1;1.1;0.9;1;1;1;1.1;0.9;1;1.1;1;1;1;0.9
"201";0.9;0.9;0.9;1;1;0.9;1.1;1.1;1;1;1;1.1;1.1;1.1;1.1;1.1;NA;1;0.9;1;1;0.9;1.1;1;1;0.9;0.9;1.1;1.1;1.1;1;1;1;0.9;1.1;0.9;0.9;0.9;1;1;1;0.9;1.1;1.1;0.9;1.1;0.9;0.9;1.1
"202";1;1;1;1.1;1;0.9;1.1;1.1;1.1;1.1;0.9;0.9;0.9;0.9;1;1;0.9;1;0.9;1.1;1;0.9;1;1;1;1;0.9;1;1;1.1;1.1;1.1;0.9;0.9;1;1.1;1.1;1.1;1.1;0.9;1.1;0.9;0.9;0.9;0.9;1;1.1;1;1.1
"203";0.9;1;1;0.9;1.1;0.9;1;1.1;1.1;1.1;1;1.1;1;1.1;1;1.1;0.9;1;1;1;1;0.9;0.9;1.1;1.1;0.9;0.9;1.1;1.1;1;1;0.9;0.9;1.1;0.9;0.9;1.1;1;1.1;1;1.1;0.9;1;0.9;0.9;0.9;1.1;1;1
"204";0.9;1;1.1;1;1.1;1.1;0.9;1;0.9;1;1.1;1;1;1.1;0.9;0.9;0.9;1;1.1;0.9;1;1.1;1;0.9;1.1;1;0.9;1;1;0.9;1;0.9;1.1;1.1;1.1;0.9;1.1;1;1.1;1;0.9;1;1.1;0.9;1.1;0.9;1;1.1;0.9
"205";1;1;1;1.1;1;1.1;1;1.1;1;1;1.1;0.9;0.9;0.9;1.1;0.9;0.9;0.9;1;1.1;1.1;1;1;0.9;1.1;1;0.9;1.1;1.1;0.9;1;1;1.1;0.9;1.1;0.9;0.9;0.9;1;1;1.1;0.9;1.1;0.9;0.9;1.1;1;1;1.1
"206";1;0.9;1.1;0.9;1;1.1;0.9;1;1.1;1;1.1;1.1;1.1;1;0.9;1;NA;1;1;0.9;0.9;0.9;1.1;1.1;0.9;1.1;1;1.1;0.9;1;1.1;0.9;1;0.9;1.1;1.1;1;1.1;1.1;0.9;1;1.1;0.9;1;0.9;1;0.9;0.9;1
"207";1.1;1;1;1.1;0.9;1.1;1;1.1;0.9;1;1;0.9;1.1;1.1;1;0.9;NA;1;1.1;1.1;1.1;1;1;1;0.9;0.9;0.9;1.1;1.1;0.9;1;0.9;0.9;1.1;0.9;1;0.9;1.1;1.1;0.9;0.9;0.9;1.1;1;1;1;1;1.1;0.9
"208";1.1;0.9;0.9;1;1;1;1.1;1;0.9;1;1;0.9;1;0.9;1;0.9;1.1;1;1;1;1.1;0.9;1.1;1;0.9;0.9;1.1;1.1;1;1.1;1;1;1.1;1;1.1;0.9;0.9;0.9;1.1;1.1;1;0.9;1.1;1.1;0.9;1.1;1.1;0.9;0.9
"209";1.1;0.9;1.1;0.9;0.9;1;1.1;1.1;1;1;0.9;1;1;1.1;0.9;0.9;1.1;1.1;1.1;0.9;1;1.1;0.9;0.9;0.9;1.1;0.9;1;1;0.9;1;1;1.1;1.1;1.1;0.9;1;1;1.1;1;1;1.1;0.9;1;0.9;1.1;0.9;1;1
"210";1;1.1;0.9;1.1;1;1.1;1;1.1;1;1.1;1;0.9;1.1;0.9;0.9;0.9;1.1;0.9;1.1;1;1;0.9;1.1;1;1;1;1;1.1;1.1;1;0.9;0.9;0.9;1;0.9;1;1.1;0.9;1.1;1.1;0.9;1;1.1;0.9;1;1;1.1;0.9;0.9
"211";1;0.9;1.1;1;1;1.1;1;1;1.1;1.1;1;1.1;0.9;0.9;1.1;1;NA;1;0.9;0.9;1.1;1;1;1.1;1.1;1;1;0.9;0.9;0.9;1.1;1.1;1.1;0.9;1.1;1;0.9;0.9;1.1;0.9;0.9;0.9;1;0.9;1.1;1.1;1;1;0.9
"212";0.9;1;1.1;1.1;1;1;0.9;0.9;0.9;0.9;1.1;1.1;0.9;0.9;0.9;1;0.9;0.9;0.9;1;1;1;1.1;0.9;1.1;1.1;1.1;1;0.9;1;1.1;1.1;1.1;1.1;1.1;1;1.1;1.1;1;1;1;0.9;0.9;1;1;0.9;1;1;1.1
"213";1;1.1;1;0.9;1;0.9;1.1;0.9;0.9;0.9;1;1.1;0.9;0.9;1;1;NA;1.1;1;1.1;1;0.9;1;1;1.1;1.1;1.1;0.9;1;1.1;0.9;1.1;1;0.9;1.1;0.9;1.1;1.1;1;1.1;1.1;1.1;0.9;0.9;0.9;1;1;1;0.9
"214";0.9;1.1;0.9;1;0.9;0.9;0.9;1;0.9;0.9;1.1;1;1.1;1.1;1;1.1;NA;0.9;1.1;1;0.9;1;0.9;1.1;1;1.1;1;1.1;1.1;1;0.9;1;0.9;0.9;1;1;1.1;0.9;0.9;1.1;1;1;1;1;1.1;1.1;1.1;1.1;0.9
"215";0.9;1.1;1.1;1.1;1.1;0.9;0.9;0.9;0.9;0.9;1;0.9;1;0.9;1.1;1.1;NA;1;1.1;1.1;1.1;1.1;0.9;1;1;1;1.1;1;1;0.9;1;1;1;1;1.1;0.9;1;0.9;1;0.9;0.9;1;1.1;1.1;1.1;0.9;0.9;1;1.1
"216";1;0.9;1.1;1.1;1;0.9;1;0.9;1.1;1.1;0.9;1;1;1.1;1;1.1;NA;1.1;0.9;1;0.9;1;1;1;1;1.1;1;0.9;1;1.1;0.9;1.1;0.9;0.9;1.1;1;0.9;0.9;1.1;1;1;1.1;0.9;0.9;1.1;1.1;0.9;1.1;0.9
"217";1;1;0.9;1;0.9;1.1;1.1;1.1;1;1.1;1;1;0.9;1;0.9;0.9;0.9;1;1.1;1.1;1.1;1.1;0.9;1.1;0.9;1.1;0.9;1.1;1.1;1;0.9;0.9;1;1;1.1;0.9;1.1;1;1;1;0.9;0.9;1;0.9;1;0.9;1.1;1.1;1
"218";1;0.9;0.9;1.1;1;0.9;1.1;0.9;1.1;1;1.1;1.1;1.1;1;0.9;1.1;0.9;1;0.9;0.9;1;0.9;1.1;1;1;1.1;1;1.1;1.1;0.9;1;0.9;1.1;1.1;1;0.9;1;1;1.1;0.9;1;0.9;1;0.9;0.9;1;1.1;1;1.1
"219";1.1;1;1.1;1.1;1;0.9;1;0.9;0.9;1;0.9;1;1;0.9;0.9;1;1.1;0.9;1.1;1.1;1;1;0.9;0.9;1;0.9;1.1;1;1.1;1;1;0.9;0.9;1.1;1;1;0.9;1.1;1;1.1;0.9;1.1;1.1;0.9;0.9;1.1;1;1.1;1.1
"220";1.1;1;1;0.9;0.9;1;0.9;1.1;1.1;0.9;0.9;1;1.1;0.9;0.9;0.9;0.9;0.9;1.1;1;1.1;1.1;0.9;1;1.1;1;1;1;0.9;1;1;0.9;0.9;0.9;1.1;0.9;1;1;1;1.1;1.1;1.1;1.1;1;1.1;1;1.1;1;1.1
"221";1;0.9;1;0.9;1;0.9;1;1;1.1;1;1.1;1;0.9;0.9;1;1;NA;1;1.1;1;0.9;1;0.9;1;0.9;1.1;0.9;1;1;1.1;0.9;1.1;1.1;0.9;0.9;1.1;1.1;0.9;0.9;1.1;1;0.9;1.1;1.1;1.1;1.1;1.1;1.1;0.9
"222";0.9;1;1.1;1;1.1;0.9;1;1.1;1;1;1;0.9;1.1;1;1.1;0.9;NA;0.9;0.9;0.9;0.9;1.1;1;0.9;1;0.9;1.1;1;1.1;1.1;1;0.9;1;1.1;1.1;1.1;1.1;0.9;0.9;1.1;1;1;1;1.1;0.9;1.1;0.9;0.9;1
"223";0.9;0.9;1.1;0.9;0.9;1;0.9;1.1;0.9;1.1;0.9;0.9;0.9;1;1;1.1;0.9;1.1;1.1;1.1;1.1;1;1;1;1.1;1.1;1.1;1.1;0.9;1.1;1;1;1;1.1;1;0.9;1;1;0.9;1;1;1;0.9;1.1;1;1.1;0.9;0.9;1
"224";1;0.9;0.9;1;0.9;1.1;1;1.1;1;0.9;1.1;0.9;1.1;1.1;1.1;1;0.9;1.1;1.1;1;0.9;1;1.1;1.1;1;1;0.9;1.1;0.9;0.9;1;1.1;0.9;1.1;0.9;1;1;1;1.1;1.1;1;0.9;1;1;0.9;0.9;0.9;1;1.1
"225";0.9;0.9;1;1;0.9;1.1;1;1.1;0.9;1.1;1.1;0.9;0.9;1;0.9;1;1.1;1.1;0.9;1;0.9;1;1;1.1;1.1;0.9;0.9;0.9;1.1;1;0.9;1.1;1.1;1;0.9;1;1.1;1;1;0.9;1;1.1;0.9;1.1;1;1;1.1;1.1;1
"226";0.9;1.1;1;0.9;1.1;1;1;0.9;0.9;1.1;0.9;0.9;0.9;1.1;1.1;1;0.9;0.9;1;0.9;1.1;1;1.1;0.9;1.1;1;1;1;0.9;1.1;0.9;1.1;1;1.1;1.1;1;1;1.1;1;1.1;1;1.1;0.9;1;1;0.9;1.1;1;0.9
"227";0.9;1.1;0.9;1;1;1.1;1.1;1;0.9;1.1;0.9;0.9;1;1;0.9;0.9;NA;1.1;0.9;1;0.9;1;1.1;1.1;1;1.1;0.9;1.1;1.1;0.9;1;1;1;1.1;1;0.9;1.1;0.9;1;1.1;1;1.1;1.1;0.9;1;1.1;0.9;0.9;1
"228";0.9;1;1.1;1.1;0.9;0.9;1;0.9;0.9;1.1;1.1;0.9;1;1;1;1.1;1.1;1;0.9;1.1;1.1;0.9;1;1;1.1;1.1;1;0.9;1.1;0.9;1.1;1.1;0.9;1;1;1;0.9;0.9;1;1;1.1;0.9;1;1.1;1;0.9;1.1;0.9;1
"229";1;1.1;1;1.1;1;1.1;1;1.1;1;0.9;0.9;1;1;1.1;0.9;0.9;1.1;1;1;0.9;1.1;1.1;1.1;1;0.9;0.9;1.1;0.9;1;1.1;0.9;1;1;1;0.9;1.1;0.9;1.1;1.1;0.9;1;0.9;0.9;0.9;0.9;1;1.1;1.1;1
"230";0.9;0.9;1;0.9;0.9;1.1;0.9;1.1;1.1;1.1;0.9;1;0.9;0.9;1;1.1;0.9;1;1;1.1;1;1;1.1;1;1.1;1;0.9;0.9;1;1.1;1.1;1.1;1;1.1;1.1;0.9;1;1.1;0.9;0.9;0.9;1;1.1;1.1;1;0.9;1;1;1
"231";0.9;0.9;1.1;1.1;1;1;1;0.9;0.9;1;1.1;0.9;1;0.9;1.1;0.9;0.9;1;0.9;1;1.1;0.9;0.9;1;1.1;0.9;1.1;0.9;1;1.1;1;1.1;0.9;1;1.1;1.1;1;1.1;0.9;0.9;1.1;1;1.1;1;1.1;1;1.1;1;1
"232";1.1;1;1.1;1.1;1;0.9;1;1.1;0.9;1.1;1.1;1;0.9;1;1.1;1;0.9;1.1;0.9;1;1;0.9;0.9;1;1;0.9;1.1;1.1;0.9;1.1;1.1;1;0.9;1.1;0.9;0.9;1;0.9;1;1;1.1;0.9;1;0.9;1.1;0.9;1.1;1;1
"233";1;1.1;0.9;1;1;1;1;1.1;1;1.1;1;0.9;0.9;0.9;1;1.1;0.9;1.1;0.9;1.1;0.9;1.1;1.1;1.1;1;0.9;1;1;0.9;1.1;1.1;0.9;1.1;1.1;0.9;0.9;0.9;1;1.1;1.1;1;1;1;0.9;0.9;1;1;1.1;0.9
"234";1.1;1;0.9;0.9;0.9;0.9;1.1;1;0.9;1.1;0.9;1.1;1;1.1;1.1;1.1;NA;1;1;0.9;1.1;0.9;1;1;1.1;0.9;0.9;1.1;1;1;0.9;0.9;0.9;1;1;1.1;1.1;1;1;1.1;1.1;1.1;1;0.9;1.1;0.9;1;1;0.9
"235";0.9;1;0.9;1;1;0.9;1.1;1.1;1;0.9;1.1;0.9;0.9;1.1;1;1;1.1;1.1;1;0.9;0.9;0.9;1;1.1;0.9;1;1;1.1;0.9;1.1;1;1.1;1.1;1;1;1;0.9;1.1;1;0.9;1.1;1.1;1;0.9;1.1;0.9;1;0.9;1.1
"236";0.9;1.1;1;1;1;0.9;1;1.1;0.9;1.1;1.1;0.9;1;1;0.9;1;0.9;1;0.9;1;1.1;0.9;1.1;1;1.1;0.9;1;1;0.9;0.9;0.9;1.1;1;0.9;1.1;1.1;1;1.1;1.1;1;1.1;0.9;1;0.9;0.9;1.1;1;1.1;1.1
"237";1.1;1;1.1;1;1.1;1.1;1.1;1;1;0.9;1;0.9;1;1.1;1.1;1;0.9;1.1;0.9;1;1;1;1;1;0.9;0.9;1.1;1.1;1.1;0.9;1;1.1;0.9;0.9;0.9;0.9;1.1;0.9;1.1;0.9;1;0.9;1;1.1;0.9;1;1.1;1;0.9
"238";1.1;0.9;1.1;1.1;1;1;1.1;1.1;0.9;1.1;0.9;1;1;1;0.9;1.1;0.9;1;1;0.9;1.1;1;0.9;1.1;1;0.9;1;1;0.9;1.1;1;0.9;0.9;0.9;1;1.1;1.1;0.9;0.9;1;1.1;1;1.1;1.1;0.9;1;1;0.9;1.1
"239";1;1;1.1;1;1.1;1.1;0.9;1.1;0.9;1.1;1.1;0.9;0.9;1;0.9;0.9;1.1;1;1.1;1.1;0.9;1;0.9;1;0.9;1.1;0.9;0.9;1;0.9;0.9;1.1;1;0.9;1.1;0.9;1;1;1;1.1;1;0.9;1;1.1;1;1;1.1;1;1.1
"240";1.1;1.1;1.1;1.1;1;1.1;0.9;1;1.1;1;1;1.1;1;1;0.9;0.9;1.1;0.9;1;1;1;0.9;0.9;0.9;1.1;1;1.1;1;0.9;1;1;1;1;1.1;0.9;0.9;1.1;0.9;0.9;1.1;1.1;1.1;1.1;0.9;1;1;0.9;0.9;0.9
"241";1;1.1;1;1.1;0.9;0.9;1;0.9;1.1;1;1.1;1.1;1;1;0.9;1;NA;0.9;1;1.1;0.9;0.9;1.1;1;1.1;1.1;1;0.9;1.1;0.9;0.9;1.1;1;1;0.9;1;1;0.9;1.1;1.1;0.9;1;1.1;0.9;0.9;1.1;1.1;1;0.9
"242";1.1;1.1;1.1;1;0.9;1.1;0.9;1;0.9;0.9;1.1;0.9;1.1;1;1;1;1.1;0.9;1;1;1;0.9;1;1;1;1;0.9;1;0.9;1.1;1;1.1;0.9;0.9;0.9;1.1;0.9;0.9;1.1;1.1;1.1;1;1.1;1.1;0.9;1;0.9;1.1;1
"243";1.1;1.1;0.9;0.9;0.9;0.9;0.9;0.9;1;1;0.9;1;1;1.1;1.1;1.1;1.1;0.9;0.9;0.9;1.1;0.9;1;1;1;1.1;1;0.9;1;1;0.9;1;1.1;0.9;1.1;1;1;1;1.1;1.1;1;0.9;1.1;1.1;0.9;1.1;1;1;1.1
"244";1;1.1;0.9;1;1.1;1;1;0.9;1.1;1.1;1.1;1.1;1.1;1.1;1.1;0.9;0.9;1;0.9;1.1;0.9;1;0.9;0.9;0.9;1.1;0.9;0.9;1.1;0.9;1;0.9;1;0.9;1;1;0.9;1;1;1.1;1.1;1;1.1;1.1;1;0.9;1;1;1
"245";1.1;1.1;1.1;1.1;1.1;0.9;1;0.9;0.9;0.9;1.1;1.1;1;0.9;1;0.9;1.1;1.1;0.9;1;0.9;1;1;1.1;0.9;0.9;1;1;0.9;1;1;0.9;1.1;1;1;1;0.9;1;1.1;1;1.1;0.9;1.1;1;1.1;1.1;0.9;0.9;1
"246";1;0.9;0.9;0.9;1.1;0.9;1;1.1;0.9;1;0.9;1.1;1.1;1;1.1;1;NA;1;1;0.9;1.1;0.9;1;1;1.1;1;1;0.9;1.1;0.9;1;0.9;1.1;1;1;1;0.9;0.9;1.1;0.9;1.1;1.1;1.1;0.9;1.1;1.1;1;1.1;0.9
"247";1.1;1;0.9;1;1.1;0.9;1;0.9;0.9;0.9;0.9;1;0.9;1;1.1;0.9;NA;1;1.1;0.9;1.1;1;1;1.1;1.1;0.9;0.9;1.1;1.1;1;0.9;1;1.1;0.9;1.1;0.9;0.9;1.1;1.1;1;1.1;1;1;1.1;1;0.9;1;1.1;1
