"1-1";"2-1";"4-1";"5-1";"6-1";"1-2";"2-2";"3-2";"4-2";"5-2";"6-2";"1-3";"2-3";"3-3";"4-3";"5-3";"6-3";"1-4";"2-4";"3-4";"4-4";"5-4";"4-5";"5-5";"1-6";"2-6";"4-6";"5-6";"6-6";"7-7";"9-7";"7-8";"8-8";"9-8";"7-9";"9-9";"10-10";"10-11";"11-11"
"206";0.9;0.9;0.9;0.9;1;0.9;1.1;1.1;0.9;0.9;0.9;0.9;NA;0.9;1;1;1;1.1;1.1;1.1;1;0.9;1.1;1.1;1.1;1;1;1;1.1;1.1;1;1.1;0.9;1;1;0.9;1.1;1.1;1
"207";0.9;1.1;1;1;1;0.9;1;1;0.9;0.9;0.9;0.9;0.9;1.1;0.9;0.9;1.1;1;1.1;1.1;1;1;1;1;1.1;1.1;1;1.1;1.1;1;1;0.9;1.1;1.1;0.9;1.1;0.9;1.1;0.9
"208";1;0.9;1;1.1;1;1.1;1;1.1;1;1.1;1;0.9;0.9;0.9;1;0.9;1.1;1;1;1.1;0.9;0.9;0.9;1;1.1;1.1;1.1;1.1;0.9;1;1.1;0.9;1;1;0.9;1.1;1.1;0.9;0.9
"209";0.9;1;1;0.9;0.9;1;1;0.9;0.9;1.1;1.1;0.9;NA;1.1;1.1;1.1;0.9;1.1;1.1;1;1;1.1;0.9;1.1;1.1;0.9;0.9;0.9;1.1;1;1.1;1;0.9;1.1;1;0.9;1;1;1
"210";1;1.1;0.9;1;1;1;1;1.1;0.9;1;1.1;0.9;0.9;0.9;0.9;1;1;1.1;0.9;1;1.1;0.9;1.1;0.9;1.1;0.9;0.9;1.1;1;1;1;0.9;1.1;1.1;1.1;0.9;1;1.1;1.1
"211";1.1;0.9;1.1;0.9;0.9;1;1.1;0.9;0.9;1;1.1;1.1;NA;1;1;1.1;0.9;1;0.9;0.9;1.1;1.1;0.9;1;1;0.9;0.9;1.1;1;1.1;0.9;1;1;1.1;1.1;0.9;1;1.1;1
"212";1.1;0.9;1.1;1;0.9;1;0.9;1;0.9;0.9;1;1.1;NA;1.1;0.9;1.1;0.9;0.9;0.9;1.1;0.9;1.1;1;1.1;1;1.1;1.1;1;1;1;1.1;1;1;1;0.9;0.9;1.1;1.1;0.9
"213";0.9;1;1;1.1;0.9;0.9;0.9;0.9;1;1.1;0.9;1;0.9;0.9;0.9;1;0.9;0.9;1.1;1;1.1;1.1;1;1.1;1;1.1;1.1;1.1;1.1;1;0.9;0.9;1.1;1;1;1;1.1;1;1.1
"214";0.9;1;1;1;1;1.1;0.9;0.9;0.9;0.9;1.1;1;1.1;1;1;1.1;1;1.1;0.9;1.1;1;0.9;0.9;1;1.1;1.1;0.9;0.9;0.9;1;1;1.1;0.9;1.1;1.1;0.9;1.1;1.1;1
"215";0.9;1.1;0.9;1;0.9;1;1;1.1;1.1;1.1;1;1;0.9;1.1;1.1;0.9;1;1;1.1;0.9;1.1;1.1;0.9;1;1.1;1;1;1;0.9;1;1;0.9;1.1;0.9;1.1;1.1;0.9;0.9;0.9
"216";0.9;1.1;1.1;1;1;1.1;1;0.9;1.1;0.9;1;1;0.9;1.1;1;0.9;1;0.9;1;0.9;1.1;1;1;0.9;1.1;0.9;1.1;1.1;1.1;0.9;1;0.9;1.1;1.1;0.9;0.9;1;1.1;1
"217";1;1;1;1.1;1.1;1;0.9;1;0.9;0.9;1;0.9;NA;1.1;1.1;0.9;1;0.9;1.1;0.9;1;1;0.9;1;0.9;1;0.9;1.1;1.1;1.1;1.1;1.1;1;1.1;1.1;1.1;0.9;0.9;0.9
"218";1;1.1;1;0.9;1.1;1;1;1.1;1;0.9;0.9;0.9;1.1;1.1;0.9;1;1.1;0.9;1.1;1;1.1;0.9;1;0.9;1.1;0.9;1;0.9;1.1;1.1;1;1.1;1;0.9;1;0.9;1;0.9;1.1
"219";0.9;0.9;0.9;0.9;1;1;1.1;0.9;1;0.9;1;0.9;1.1;1.1;1.1;0.9;1.1;1.1;1;1;1;0.9;1;1.1;1.1;1.1;0.9;1.1;1;0.9;1.1;1;1.1;0.9;1.1;1;1;0.9;1
"220";1;0.9;1.1;1;0.9;1.1;0.9;1.1;1;1;1;1.1;1.1;1.1;1;1;0.9;0.9;1.1;0.9;1.1;0.9;0.9;1;0.9;1.1;1.1;1.1;1;1;0.9;1;0.9;0.9;1;0.9;1.1;1;1.1
"221";0.9;1;1.1;1.1;1;1.1;0.9;1.1;0.9;1.1;0.9;1;NA;1;1.1;1;0.9;1;1;1.1;0.9;1.1;0.9;0.9;0.9;1;1;0.9;1.1;1;1.1;1;0.9;1;0.9;0.9;1.1;1.1;1.1
"222";1.1;0.9;1;0.9;1.1;0.9;1;1.1;0.9;1.1;1.1;1.1;NA;1;0.9;0.9;0.9;1.1;1;1;1;1.1;0.9;1;1;0.9;1;0.9;1;1;1.1;1.1;0.9;0.9;1.1;1.1;0.9;1.1;1
"223";1.1;0.9;1;0.9;1;0.9;1.1;1.1;1;1.1;1;0.9;0.9;0.9;1;0.9;1.1;1;1;1.1;1;1.1;0.9;0.9;0.9;1;1.1;1.1;1;1.1;1.1;1;1.1;1;1;0.9;1.1;0.9;0.9
"224";1;1;1.1;1.1;0.9;0.9;1.1;0.9;1;1;1.1;1.1;0.9;1.1;0.9;1.1;0.9;1.1;0.9;1.1;0.9;0.9;1.1;1.1;1;1;0.9;0.9;1;1;1;1.1;1;1;1.1;0.9;1;1;0.9
"225";0.9;0.9;1.1;0.9;0.9;1;1;1.1;0.9;1.1;1;1.1;NA;1.1;0.9;1.1;1.1;1;0.9;0.9;1;1;1.1;1.1;0.9;1.1;1;1.1;1.1;1;1;0.9;1.1;1;0.9;1;0.9;0.9;1
"226";1;0.9;1.1;0.9;1.1;0.9;0.9;1.1;1;1.1;1.1;1;1.1;0.9;1;1;1;1.1;1.1;1;1;1.1;1;1;1.1;1;0.9;0.9;1.1;1;0.9;0.9;1.1;1;1.1;0.9;0.9;0.9;0.9
"227";1.1;0.9;0.9;1;0.9;1.1;0.9;0.9;1;1;0.9;1;0.9;0.9;1.1;1.1;1;1;1;1.1;1;0.9;0.9;1;1;1.1;0.9;0.9;1.1;1.1;1.1;1.1;1.1;1;1.1;1;1;1.1;0.9
"228";1.1;1.1;1;1.1;1.1;1.1;0.9;0.9;1.1;1;1.1;1;NA;0.9;1.1;0.9;1;1;0.9;1;1.1;0.9;0.9;1;0.9;1;1.1;0.9;1;1;1.1;0.9;0.9;1.1;1;0.9;1;1.1;0.9
"229";1.1;0.9;1;1;0.9;0.9;0.9;1;1.1;0.9;1;1;0.9;1;1.1;1.1;0.9;1.1;0.9;0.9;0.9;0.9;1;1.1;1.1;1.1;1;1.1;1.1;1.1;1.1;1;1;1.1;0.9;1;0.9;1;1
"230";1;0.9;1;0.9;1;1.1;1;0.9;1.1;1;1.1;0.9;1.1;0.9;1.1;1.1;1.1;0.9;1;0.9;1.1;1.1;0.9;1.1;1;0.9;1.1;1;0.9;0.9;1;0.9;1;1;0.9;1.1;1;1.1;1
"231";1.1;1.1;0.9;1;0.9;0.9;1.1;1;0.9;1.1;0.9;1;1.1;0.9;1.1;1;0.9;1;1.1;0.9;1.1;1;1.1;1.1;1;1;0.9;0.9;1;1.1;0.9;1;0.9;1;1;1.1;0.9;1;1.1
"232";1;1.1;1;1;1.1;1.1;0.9;1.1;1.1;1.1;1;1;1.1;1;1.1;0.9;0.9;1;0.9;0.9;1;0.9;0.9;0.9;0.9;1.1;1.1;0.9;0.9;1;1.1;1;1.1;1;1;0.9;1;1.1;0.9
"233";1.1;1.1;0.9;1.1;0.9;0.9;1.1;0.9;1;1;1;0.9;0.9;0.9;0.9;1.1;1;1.1;0.9;1;1;0.9;1;0.9;1;1.1;0.9;1;1;1;1.1;1.1;1.1;1.1;0.9;1;1.1;1.1;1
"234";1.1;1.1;1.1;1.1;0.9;0.9;1.1;1.1;0.9;1;1;1;NA;1;0.9;1;1.1;1;1.1;1.1;0.9;1.1;0.9;1;1;1.1;1;1;0.9;1;0.9;1.1;0.9;0.9;0.9;1;0.9;0.9;1.1
"235";1.1;1.1;1;1.1;0.9;0.9;0.9;0.9;0.9;1;0.9;1;NA;1.1;1;1;1;1.1;1;1;1;1.1;1.1;0.9;0.9;0.9;1.1;1;1;1.1;1.1;1;0.9;0.9;1.1;0.9;0.9;1.1;1.1
"236";1;0.9;1;0.9;1.1;1;1;0.9;0.9;1.1;1.1;1;0.9;1;1;1;0.9;0.9;0.9;1.1;1.1;0.9;0.9;0.9;1;1.1;1.1;1.1;1;1;0.9;1.1;1.1;1;1.1;1.1;0.9;1;1.1
"237";1;0.9;1.1;1;1;1;1.1;1.1;1;1.1;0.9;1.1;1.1;1;0.9;1;1;1.1;0.9;1.1;0.9;0.9;1.1;1.1;0.9;0.9;0.9;1.1;0.9;1;0.9;1;1;1;1;1.1;1.1;0.9;0.9
"238";1;1.1;1.1;0.9;1.1;1.1;1;0.9;1;0.9;0.9;1;1.1;1;0.9;1;1;1.1;1;0.9;0.9;1.1;1;1.1;0.9;1.1;0.9;0.9;1.1;0.9;1;0.9;1.1;1.1;1.1;0.9;1;1;1
"239";0.9;1.1;1.1;0.9;0.9;0.9;0.9;0.9;1.1;1.1;1.1;1;0.9;0.9;1.1;1.1;0.9;1.1;1;1.1;1;1;0.9;1;1.1;1.1;1;1;0.9;1;1;1;1;0.9;1.1;1;0.9;1.1;1
"240";1;0.9;0.9;1;1.1;1.1;1.1;1;1;0.9;1;1;1.1;0.9;0.9;1.1;0.9;0.9;1;1;1.1;0.9;0.9;1.1;1;1;1;1.1;0.9;0.9;1.1;0.9;1.1;1.1;1.1;1;0.9;1.1;1
"241";1;1;0.9;1.1;0.9;1.1;0.9;1.1;0.9;1.1;0.9;1;0.9;1;1;1.1;0.9;0.9;1.1;0.9;1.1;0.9;1;0.9;1.1;1;1;1.1;1.1;1;0.9;1.1;1;1.1;1;1;1;0.9;1.1
"242";1;0.9;1;1;1.1;1.1;0.9;0.9;1;1;1.1;1;0.9;1.1;1;1;1.1;0.9;0.9;1.1;1.1;0.9;1.1;0.9;1;1;1;0.9;1;1.1;1.1;1.1;0.9;1.1;0.9;1;0.9;0.9;1.1
"243";0.9;1;1;0.9;1.1;0.9;1;1.1;0.9;1.1;0.9;1;0.9;1;1;1;0.9;1;1.1;1;1.1;0.9;1.1;1.1;1.1;0.9;1.1;0.9;1;0.9;1;1.1;1;1.1;1;0.9;1.1;0.9;1.1
"244";0.9;1;1.1;1;0.9;1;0.9;1;1;1.1;1.1;1.1;0.9;1.1;1;1;0.9;1;1;1;1;0.9;1.1;0.9;0.9;1;1;0.9;0.9;0.9;1.1;1.1;1.1;0.9;1.1;1.1;0.9;1.1;1.1
"245";1.1;1;0.9;1;1.1;1;1.1;0.9;0.9;1;1;0.9;NA;1.1;1.1;0.9;0.9;1;0.9;1;0.9;1;0.9;0.9;0.9;1.1;1.1;1.1;1.1;0.9;1.1;0.9;1;1;1;1.1;1.1;1.1;1
"246";1.1;0.9;1.1;1.1;0.9;1;0.9;0.9;0.9;1;0.9;1.1;0.9;1.1;1.1;1.1;1;1;1.1;1.1;1;1;1;1;1.1;1.1;1;0.9;1;0.9;1;1;1;0.9;0.9;1.1;0.9;0.9;1.1
"247";0.9;1;1.1;1.1;1.1;1.1;1.1;0.9;1.1;0.9;0.9;1.1;NA;1;1;0.9;0.9;0.9;1;1;1;1;0.9;0.9;1.1;1;1.1;1;1.1;0.9;0.9;1.1;1;0.9;1.1;0.9;1.1;1;1
"248";0.9;1;1;0.9;1.1;0.9;0.9;1.1;0.9;1.1;1;0.9;1.1;1;1.1;1;1.1;1.1;1;1;1;1.1;1;1.1;0.9;1;1;0.9;0.9;1;0.9;1;1.1;1.1;0.9;1.1;0.9;1.1;0.9
"249";1.1;0.9;1;1.1;1.1;0.9;1.1;1;1.1;1;1;1.1;0.9;1.1;1.1;1;1;1.1;1;0.9;1;0.9;0.9;0.9;1;0.9;1;0.9;1.1;1.1;1;1.1;1;0.9;0.9;0.9;0.9;1;1.1
"250";1;1.1;1;0.9;1;1;0.9;1;1.1;1;1.1;1;NA;0.9;0.9;1;0.9;1.1;0.9;1.1;1.1;0.9;1;0.9;0.9;1.1;0.9;1;1.1;1.1;1;1.1;1.1;0.9;1.1;1.1;1;0.9;0.9
"251";0.9;0.9;0.9;1.1;1;1.1;1.1;1;1.1;1.1;0.9;0.9;0.9;1;1;1;1;1.1;1.1;1;0.9;1;1;1.1;0.9;0.9;1;1.1;1.1;1;0.9;1.1;1;1.1;1.1;0.9;0.9;0.9;1
"252";0.9;0.9;1.1;1.1;0.9;1;0.9;1.1;1;1.1;0.9;1;0.9;0.9;0.9;0.9;0.9;1;1.1;1.1;1.1;1.1;1;1;1.1;0.9;1.1;1;1.1;1;1;1;0.9;1;1.1;1;1.1;1;0.9
"253";1.1;1;0.9;0.9;1;0.9;1;0.9;1;0.9;0.9;0.9;NA;1;1;1;1.1;1;0.9;1;1.1;1.1;0.9;0.9;0.9;1.1;1.1;0.9;1.1;1.1;1.1;1;1.1;1;1.1;0.9;1;1.1;1.1
"254";0.9;0.9;1;1.1;1;1.1;0.9;1;1.1;1;0.9;1.1;NA;0.9;0.9;0.9;0.9;1;0.9;1.1;1.1;0.9;0.9;1.1;1;1.1;1.1;1;1;1;1;1.1;1.1;0.9;1.1;0.9;1.1;1;1
"255";1.1;1.1;1;1;1;0.9;1.1;0.9;1;0.9;1.1;1;1.1;1;1.1;1;1.1;1;1;0.9;0.9;1.1;0.9;0.9;1;0.9;1;0.9;1.1;0.9;0.9;0.9;0.9;1;1;1.1;1.1;1.1;1.1
"256";0.9;1.1;1;1.1;0.9;0.9;0.9;1.1;1.1;0.9;0.9;1;0.9;1.1;0.9;1;0.9;1;0.9;1;0.9;1.1;1;1;1;1.1;1.1;1;1.1;1.1;1;1.1;1;0.9;1.1;0.9;1.1;1;1
"257";1;0.9;1;1.1;1.1;1.1;0.9;0.9;1.1;1;1.1;1.1;1.1;1.1;1;1;1.1;0.9;0.9;1;1;1;1;1.1;0.9;0.9;0.9;1;1;1;0.9;0.9;0.9;1.1;1.1;1;0.9;0.9;1.1
"258";0.9;1;1;1.1;1.1;0.9;0.9;1.1;1;0.9;1;1;0.9;1;1.1;1;1;0.9;1.1;1.1;1;1;1.1;0.9;1.1;0.9;1;1.1;0.9;0.9;1;0.9;1;0.9;1.1;1.1;1.1;0.9;1.1
"259";1.1;1;0.9;0.9;1;1.1;1;1.1;1.1;1.1;1;1.1;0.9;1;1.1;0.9;0.9;1;0.9;1;1;1.1;1;0.9;1.1;1;1;0.9;0.9;0.9;1;1.1;1;1.1;1.1;0.9;0.9;0.9;1.1
"260";1;0.9;1;1;1;1.1;0.9;0.9;1;1;1.1;1;1.1;0.9;0.9;1.1;0.9;1.1;1.1;1.1;1;1;0.9;0.9;1;1.1;0.9;1.1;0.9;1.1;1;1.1;1;0.9;1.1;1.1;0.9;1;0.9
"261";1.1;0.9;1;1.1;1.1;0.9;1;1.1;1.1;0.9;0.9;0.9;NA;1;1.1;1;1.1;1;1.1;1;0.9;0.9;1.1;0.9;0.9;1;1;1.1;1.1;1;1.1;1;0.9;0.9;1;0.9;1;0.9;1.1
"262";0.9;0.9;1;1;0.9;1.1;1.1;1;0.9;1.1;0.9;1.1;NA;1.1;1.1;1;1;1;1.1;1;1;0.9;0.9;1.1;1;1;1.1;1;0.9;0.9;0.9;1.1;0.9;1.1;1;1.1;0.9;1.1;0.9
"263";1.1;1;1;1.1;1;1.1;1;0.9;0.9;0.9;1;0.9;NA;1.1;0.9;1.1;0.9;0.9;1.1;1;1.1;0.9;1;0.9;1;0.9;1.1;1.1;1.1;0.9;1.1;1.1;1;1.1;1;0.9;0.9;1;1
"264";0.9;1.1;0.9;1.1;0.9;1;1.1;1;0.9;1;1;0.9;NA;1;1;1.1;0.9;1.1;1;1;0.9;1;1.1;1;1.1;0.9;1.1;1;0.9;1.1;1.1;1.1;0.9;1.1;0.9;0.9;1.1;0.9;1
"265";1.1;1;1.1;0.9;1;1;1.1;1;0.9;1;1.1;1.1;0.9;1;1;1.1;0.9;0.9;1;0.9;1;1.1;1;1.1;1.1;0.9;1;0.9;0.9;0.9;1.1;0.9;1;1.1;0.9;0.9;1;1.1;1.1
"266";1.1;0.9;1;0.9;0.9;1;1;1.1;1.1;1.1;0.9;0.9;1.1;1.1;0.9;1.1;1;1;1;1;1.1;0.9;1.1;1;1.1;0.9;1;1.1;0.9;0.9;0.9;0.9;1.1;0.9;1;1;1;1;1.1
"267";1.1;1;0.9;0.9;0.9;1.1;0.9;1;1;1.1;1;1;0.9;1;0.9;0.9;1.1;1.1;0.9;1.1;1.1;0.9;0.9;1;1;1.1;1.1;1;0.9;1;1.1;1.1;1.1;1.1;1;1;1;0.9;0.9
"268";1;1.1;0.9;1.1;0.9;1;1.1;0.9;1.1;1;1.1;0.9;0.9;0.9;1;1.1;0.9;0.9;1;1;1;0.9;1.1;1;1.1;1.1;1.1;1;0.9;0.9;0.9;1;1;1.1;1;0.9;1;1.1;1.1
"269";1;0.9;0.9;1.1;1.1;1.1;0.9;1;0.9;1.1;1;1;1.1;1;1.1;0.9;0.9;1;0.9;0.9;1;1.1;1.1;0.9;1;1;0.9;1;1.1;1.1;0.9;1.1;0.9;1;1;1;1.1;0.9;1.1
"270";0.9;1.1;1.1;0.9;0.9;1;0.9;0.9;1;0.9;0.9;0.9;NA;1.1;1.1;1.1;1;1.1;0.9;0.9;1;0.9;1.1;1;1.1;1;1.1;1;0.9;1.1;1;1.1;1;1;1;1.1;1;0.9;1.1
"271";1;1.1;1.1;1;0.9;1.1;0.9;1.1;1.1;0.9;0.9;1.1;NA;0.9;0.9;1;1;1.1;1;0.9;1.1;1;1.1;1;1;0.9;0.9;1.1;1.1;1.1;0.9;1;1.1;1;0.9;0.9;0.9;1;1
"272";1.1;1;0.9;1.1;1.1;1;1.1;1.1;1.1;1;0.9;1;NA;1.1;0.9;0.9;1;1.1;1.1;1;1.1;1;1;0.9;0.9;0.9;0.9;1.1;0.9;1;1;1.1;0.9;1;0.9;0.9;1;0.9;1.1
"273";1.1;1;0.9;1.1;1.1;0.9;1.1;1;0.9;1.1;1;1.1;1.1;1;1.1;1;0.9;1.1;1;0.9;0.9;0.9;1.1;1;1;0.9;1;0.9;1;1.1;0.9;1;1;1;1.1;0.9;0.9;1.1;0.9
"274";1;0.9;1;1.1;0.9;1.1;0.9;1.1;1.1;1.1;0.9;0.9;1.1;1;1;0.9;1.1;0.9;0.9;1;1;1;0.9;1;0.9;1.1;1.1;1.1;1.1;1;1;1;1.1;1;1;0.9;0.9;1.1;0.9
"275";1.1;1.1;0.9;1;1;1.1;1;1;0.9;1.1;0.9;1.1;0.9;1;1;1;1;0.9;1.1;1.1;1;1;1.1;1.1;0.9;0.9;1;0.9;0.9;1.1;0.9;1;1.1;0.9;1.1;1;0.9;0.9;1.1
"276";1;0.9;1;0.9;0.9;1.1;1;1.1;1;1.1;1;1.1;NA;1.1;1.1;1;1;1.1;1;0.9;1;1.1;1.1;0.9;0.9;1;0.9;1.1;1;0.9;0.9;1.1;0.9;0.9;1.1;0.9;1.1;1;0.9
"277";1.1;0.9;1;1;1.1;0.9;1;1;0.9;1.1;1;1.1;1.1;1.1;1.1;1;0.9;0.9;1.1;1.1;1;1;0.9;1;0.9;1;1;1.1;0.9;1.1;1;0.9;1;0.9;1.1;0.9;0.9;1.1;0.9
"278";1;1;0.9;0.9;1;0.9;0.9;0.9;1.1;1.1;1.1;1.1;NA;1;1;1.1;1.1;1;1;1.1;1;1.1;0.9;0.9;0.9;1;0.9;1.1;1.1;1;1;1.1;0.9;1.1;1.1;1;0.9;0.9;0.9
"279";1.1;1.1;1.1;1.1;0.9;1.1;1.1;1;1.1;1;0.9;1.1;NA;0.9;0.9;0.9;1.1;1.1;1;0.9;0.9;1;0.9;0.9;1;0.9;1;1;1;1;0.9;1;0.9;1.1;1;1.1;1.1;0.9;1
"280";1.1;0.9;1;1;1.1;1.1;0.9;1;1.1;1.1;1.1;0.9;1.1;1;0.9;1;1;1;1;0.9;1.1;1;0.9;0.9;1;0.9;0.9;0.9;0.9;1;1;1.1;1.1;1.1;0.9;1;0.9;1.1;1.1
"281";0.9;1;1.1;1.1;0.9;1.1;0.9;1;1.1;1.1;1.1;1.1;0.9;1.1;1;0.9;0.9;1;1;1;1;0.9;1;0.9;1;0.9;0.9;0.9;0.9;1;1;1.1;1.1;1.1;1.1;0.9;1.1;1;1
"282";0.9;1;1;1.1;0.9;1.1;1.1;0.9;1;1;1.1;0.9;0.9;0.9;1.1;1;1.1;1;1;1.1;1;1.1;0.9;1.1;0.9;0.9;1;1;1.1;1;1.1;0.9;1.1;0.9;1.1;1;0.9;0.9;1
"283";1;1;1;0.9;1.1;1;0.9;1.1;0.9;1.1;1;0.9;NA;0.9;1.1;1;1.1;1;0.9;1.1;1.1;1;0.9;1.1;1.1;0.9;0.9;1.1;1;0.9;1;1.1;1.1;0.9;0.9;0.9;1;1.1;1
"284";1;1.1;0.9;0.9;1.1;0.9;1.1;1;1;0.9;1;1.1;1.1;1.1;0.9;1.1;1.1;0.9;1;0.9;1;1;0.9;0.9;1.1;1;0.9;0.9;1;1.1;1.1;0.9;0.9;1;1.1;1.1;1;1;1
"285";0.9;1;1;1;0.9;1.1;0.9;1;1.1;1;1.1;1.1;1.1;1;0.9;1.1;0.9;1.1;0.9;1;0.9;1;1;1;0.9;1;0.9;1.1;0.9;1.1;1.1;0.9;1.1;1.1;1;0.9;1;1.1;0.9
"286";0.9;0.9;0.9;0.9;1;1.1;1;0.9;1;1;0.9;1.1;0.9;0.9;0.9;1;1;1.1;1.1;1.1;1.1;1.1;0.9;1;1.1;1.1;1.1;0.9;1;1;1;0.9;1.1;1.1;1;1;1.1;1;0.9
"287";1;1;0.9;1;1.1;0.9;1;1.1;1.1;0.9;0.9;1.1;NA;1.1;0.9;1;0.9;1.1;1;0.9;1.1;1;1.1;1.1;1.1;1;1.1;0.9;1;0.9;0.9;1;0.9;1;0.9;1.1;1;1.1;0.9
"288";1;0.9;1.1;1.1;0.9;1;1.1;0.9;0.9;1;1;0.9;0.9;1.1;1.1;1;0.9;1;1.1;1;1;1;1.1;0.9;1;1;1.1;0.9;1.1;1.1;0.9;1;1;0.9;1.1;0.9;0.9;1.1;1.1
"289";1.1;0.9;1;1.1;0.9;0.9;1.1;1;0.9;1.1;1.1;0.9;1.1;0.9;1;0.9;1;1.1;1.1;1;1;1;1.1;0.9;1;1;1.1;0.9;1;0.9;0.9;1;0.9;1;1.1;0.9;1.1;1;1.1
"290";0.9;1.1;1;1;0.9;0.9;1;1.1;1;1.1;1;1;0.9;1.1;0.9;1.1;1.1;1.1;0.9;0.9;0.9;0.9;1.1;0.9;1.1;1;1;1.1;1;0.9;1;1.1;1;1;1;1.1;0.9;0.9;1.1
"291";1.1;1.1;1.1;1.1;1;0.9;0.9;1.1;1.1;0.9;0.9;1;0.9;1;0.9;0.9;1;1.1;1;1.1;1;1.1;0.9;1.1;1;1.1;0.9;1.1;1.1;0.9;1;0.9;0.9;1;1;0.9;1;1;1
"292";1.1;1.1;1.1;0.9;1.1;1;0.9;1.1;0.9;1;1.1;1.1;1.1;1.1;1;1;1.1;1;1;0.9;1;1;1;0.9;1;1.1;0.9;0.9;1;0.9;0.9;1.1;1.1;1;0.9;0.9;0.9;0.9;1
"293";0.9;1;1.1;0.9;0.9;1.1;0.9;1.1;0.9;1.1;1;0.9;0.9;1;1.1;1.1;0.9;0.9;1;1;1.1;1.1;1.1;1;1;1;1;1.1;1;1.1;1;1;0.9;0.9;1.1;1;1.1;0.9;0.9
"294";1.1;0.9;1.1;0.9;1.1;1.1;0.9;0.9;0.9;1.1;0.9;1;0.9;0.9;1;0.9;1;1.1;1.1;1.1;0.9;1;1;0.9;0.9;1;1.1;1.1;1;1;1;1;1.1;0.9;1.1;1;1;1;1.1
"295";1.1;1.1;1.1;0.9;1;1;0.9;1;1.1;0.9;0.9;1;NA;0.9;1;0.9;1;0.9;0.9;1;1.1;1;1.1;1.1;0.9;1.1;1.1;1;0.9;1.1;1;1.1;0.9;1.1;0.9;0.9;1;1.1;1
"296";1.1;1;0.9;1;1.1;1.1;1.1;1;0.9;0.9;0.9;1;NA;1;1;1;1.1;1.1;1;1.1;1.1;1.1;0.9;0.9;1;1.1;0.9;0.9;0.9;1.1;1;1.1;0.9;0.9;1;0.9;1;1.1;0.9
"297";0.9;1;1.1;0.9;0.9;1.1;1.1;0.9;1;1.1;1.1;0.9;1.1;0.9;0.9;1.1;1;1;0.9;0.9;0.9;1;1.1;1;1.1;1;1.1;1.1;1.1;1.1;1;1;0.9;1;1;1;0.9;1;0.9
"298";1;0.9;1;0.9;0.9;1.1;1.1;0.9;1.1;0.9;1;1;1.1;1.1;1;1;1.1;0.9;1;0.9;1.1;1.1;0.9;1.1;1.1;1.1;1;0.9;0.9;1;1.1;1;1;0.9;1.1;1;1;0.9;0.9
"299";1;1;0.9;0.9;1;1;1.1;0.9;1;1.1;0.9;0.9;1.1;0.9;1;1.1;0.9;1.1;0.9;0.9;1;1.1;0.9;1.1;1.1;1.1;1.1;1.1;1;0.9;1;1.1;1;1;0.9;1;1;0.9;1.1
"300";1;1;0.9;1;1;1.1;1.1;0.9;0.9;1.1;1.1;1.1;1.1;1.1;0.9;1.1;0.9;0.9;0.9;1.1;1;1;1;0.9;1.1;0.9;0.9;0.9;0.9;1.1;1.1;1;1;1;1;1;1;0.9;1.1
"301";0.9;1.1;0.9;1.1;0.9;1;1.1;1.1;1;1.1;0.9;1.1;NA;1;1;1;1;0.9;1;1;0.9;1.1;0.9;0.9;1.1;1.1;1;1.1;1;0.9;1;1.1;0.9;0.9;1.1;0.9;1;0.9;1.1
"302";1.1;1;0.9;1.1;0.9;1;1.1;1;1.1;1.1;0.9;1.1;1.1;0.9;1;1;1;1;1;1.1;1;0.9;0.9;1;0.9;1;0.9;0.9;1;0.9;1.1;1.1;1.1;1.1;0.9;1.1;0.9;1;0.9
"303";0.9;0.9;1.1;1;0.9;1.1;1;1;1.1;0.9;0.9;1.1;NA;1.1;0.9;0.9;1.1;1;0.9;1;1.1;1;1;0.9;1;0.9;1.1;1.1;1.1;1.1;1;1.1;1;1;1;0.9;0.9;0.9;1.1
"304";1.1;1;1.1;0.9;1;1;0.9;1;1;1;1.1;1.1;NA;0.9;1.1;1.1;1;1.1;0.9;1;0.9;0.9;0.9;1.1;1.1;0.9;1;1;1.1;1;0.9;1.1;1;1.1;0.9;0.9;1.1;0.9;0.9
"305";0.9;1;1;0.9;0.9;1.1;1.1;1.1;1;0.9;1.1;1.1;0.9;1;0.9;1;1.1;1;1.1;1;1;1;1.1;1;0.9;1.1;0.9;0.9;0.9;1;1.1;0.9;0.9;1;0.9;1.1;1.1;1;1.1
"306";1;1;1.1;0.9;1.1;0.9;1.1;0.9;1.1;0.9;1.1;1;1.1;1;1;1;1.1;1.1;1;0.9;0.9;0.9;0.9;1;1;0.9;1.1;1.1;1;1.1;0.9;1;0.9;1;1.1;1.1;0.9;0.9;1
"307";1;1;1.1;1.1;1.1;0.9;0.9;1.1;0.9;0.9;1.1;0.9;1.1;1;1.1;0.9;1.1;1.1;1;0.9;0.9;1;1;0.9;1.1;0.9;1;0.9;1.1;1;0.9;1;1;1.1;1;1;1;0.9;1.1
"308";0.9;1;0.9;1;0.9;1;1;0.9;1.1;1;1;1.1;NA;1.1;0.9;1.1;1.1;1.1;1;1.1;0.9;1.1;0.9;1.1;0.9;0.9;1.1;1;1.1;0.9;1;0.9;1.1;0.9;0.9;1.1;1;1;1
