"1-1";"2-1";"3-1";"4-1";"5-1";"6-1";"1-2";"2-2";"3-2";"4-2";"5-2";"6-2";"1-3";"2-3";"3-3";"4-3";"5-3";"6-3";"1-4";"2-4";"3-4";"4-4";"5-4";"6-4";"1-5";"2-5";"3-5";"4-5";"5-5";"6-5";"1-6";"2-6";"3-6";"4-6";"5-6";"6-6";"7-7";"8-7";"9-7";"7-8";"8-8";"9-8";"7-9";"8-9";"9-9";"10-10";"11-10";"10-11";"11-11"
"165";0.9;1.1;1;1.1;0.9;1.1;0.9;1.1;1.1;1.1;1;0.9;1;1;1.1;1;1.1;0.9;1;0.9;1;1;1.1;0.9;0.9;0.9;1.1;0.9;1;1;1;1.1;1.1;0.9;1;1.1;0.9;1.1;0.9;1.1;0.9;1;1;0.9;0.9;1;1;1.1;1
"166";1;1;0.9;0.9;1;1;0.9;0.9;1;1.1;1.1;0.9;1;1;1.1;1.1;NA;0.9;1;0.9;0.9;1;1.1;1.1;1.1;1.1;1.1;0.9;1.1;1.1;0.9;1;1;1.1;1.1;0.9;1;0.9;1;0.9;1;1.1;0.9;0.9;1.1;0.9;1;1;1.1
"167";1.1;0.9;0.9;1.1;1.1;0.9;1;1.1;0.9;0.9;1;0.9;0.9;1.1;1.1;1.1;1.1;1;0.9;1;0.9;1;0.9;1;1;0.9;1.1;1.1;1;0.9;1;1.1;1;1;1;0.9;1;1.1;0.9;1.1;1;1;1.1;0.9;1.1;0.9;1.1;1;1
"168";1.1;1;0.9;1;0.9;1;0.9;1.1;1.1;0.9;1.1;1;1.1;0.9;1.1;1.1;NA;0.9;1.1;1.1;1.1;1.1;1;0.9;0.9;1.1;1;1;1;1;1.1;0.9;0.9;1.1;0.9;0.9;1;1;1;0.9;1;0.9;1;1;0.9;1.1;1.1;0.9;1
"169";1;0.9;1;1;1.1;1;1.1;1;1.1;1.1;1;1.1;0.9;1;0.9;1;1.1;0.9;1.1;1.1;0.9;1;0.9;0.9;0.9;1.1;1;1;1.1;1;1.1;0.9;1;0.9;1;0.9;1.1;0.9;0.9;0.9;1;1.1;0.9;1;1.1;1;0.9;1.1;1.1
"170";0.9;1;1.1;1;0.9;0.9;1;1;1;0.9;1.1;0.9;1.1;0.9;0.9;0.9;NA;1.1;1.1;1;0.9;1.1;1;1;1;1.1;1.1;1;1.1;1;0.9;1;1.1;0.9;0.9;0.9;1.1;1.1;1;1.1;1.1;1.1;0.9;1;1;0.9;1;0.9;1.1
"171";1;0.9;1.1;1.1;1.1;1;1.1;1;1;1;1;1.1;0.9;0.9;1;1.1;NA;1;1;0.9;0.9;0.9;0.9;0.9;1.1;1.1;1.1;0.9;0.9;1;1;1;1;0.9;0.9;0.9;1.1;0.9;1;1.1;1.1;0.9;1;1.1;0.9;1.1;1;1.1;1.1
"172";1.1;0.9;1.1;0.9;1;1.1;0.9;1;1.1;0.9;1.1;0.9;1;1.1;0.9;1;0.9;1.1;1;1.1;1;0.9;1.1;1.1;1.1;1.1;1;0.9;0.9;1;1.1;0.9;1;1;1.1;0.9;1;1;0.9;1;0.9;1;1;1;0.9;1.1;0.9;1;1.1
"173";1.1;1;1;1.1;1.1;0.9;1.1;1;0.9;1.1;1.1;0.9;0.9;1.1;0.9;1;1.1;0.9;0.9;1;1.1;0.9;1.1;1;1.1;0.9;1.1;1.1;0.9;1;1.1;1;0.9;0.9;1;1;1;1;1;1.1;1;0.9;0.9;0.9;1;1.1;0.9;1;1
"174";0.9;1;1;1;1;1;1.1;1.1;0.9;0.9;0.9;0.9;1;1;1.1;1;1.1;1;1;1;1.1;1.1;1;1;0.9;1.1;0.9;1.1;0.9;1.1;1.1;1.1;1;0.9;1.1;0.9;0.9;1;1;0.9;1.1;1.1;0.9;1.1;0.9;0.9;1;1.1;0.9
"175";0.9;1.1;1;1;0.9;1;0.9;1.1;1.1;0.9;0.9;1;1.1;1;1.1;1.1;1.1;1;1;0.9;1;1.1;0.9;0.9;0.9;1;1;1.1;1.1;1.1;1;1;0.9;1.1;1;1;0.9;0.9;1.1;1.1;1;0.9;0.9;1;1;0.9;1.1;0.9;1.1
"176";0.9;0.9;1;0.9;1;1;1.1;1;0.9;0.9;1.1;0.9;1.1;1.1;1;1.1;NA;1;0.9;1.1;1;0.9;1.1;1.1;1.1;1.1;1.1;1.1;1.1;0.9;1;1;1;0.9;0.9;1;1;1;1;1.1;1;0.9;1.1;0.9;0.9;0.9;0.9;1;1.1
"177";1;1;1;0.9;1.1;1;1;0.9;0.9;0.9;0.9;0.9;1;1;0.9;1.1;1.1;0.9;1;0.9;1.1;0.9;1.1;1;1.1;0.9;1;1;1.1;1.1;0.9;1.1;1;0.9;1.1;1;1.1;1;1.1;1;1.1;1.1;1.1;0.9;1;0.9;0.9;1.1;1
"178";0.9;0.9;1;0.9;0.9;1;1.1;1.1;1.1;0.9;1;1;1.1;0.9;1.1;1;1.1;1.1;0.9;0.9;0.9;1.1;1;1;1.1;0.9;1;1;1.1;0.9;0.9;0.9;1;1.1;1;1;1;1;0.9;1.1;1;1;1.1;1.1;1.1;1;1.1;0.9;0.9
"179";1;0.9;1;1;1.1;1;0.9;1.1;0.9;0.9;1.1;1.1;1;0.9;1;0.9;1.1;1;1;1.1;1.1;1;0.9;0.9;1;0.9;0.9;0.9;1;0.9;1.1;0.9;1.1;1.1;1;1.1;1;1;1.1;1.1;1;0.9;1.1;1;0.9;1.1;0.9;1;1.1
"180";0.9;1;1.1;0.9;0.9;1.1;1.1;1.1;0.9;1;0.9;0.9;1.1;1;1;1;0.9;1.1;1.1;1.1;0.9;1;1;1;1;1.1;1;1;1.1;1.1;1;1.1;1.1;1.1;1;1;0.9;1;0.9;0.9;1;0.9;0.9;0.9;1.1;0.9;1;1.1;0.9
"181";0.9;0.9;0.9;1;1.1;1;1;1.1;1;1;0.9;0.9;1;1.1;0.9;1;0.9;0.9;1.1;1;1.1;1.1;0.9;1.1;1;1.1;1.1;1;1;0.9;1.1;1.1;1.1;0.9;1;1;1.1;1;1;0.9;0.9;1.1;1.1;0.9;0.9;1;0.9;1.1;1
"182";1;1;0.9;1;1.1;0.9;1.1;1.1;1;1;0.9;1.1;1.1;0.9;0.9;0.9;NA;1.1;0.9;1.1;0.9;1;1.1;0.9;0.9;1.1;1.1;1.1;1;0.9;1;1;1;1;1.1;1.1;1;0.9;0.9;1;1;1;0.9;0.9;1.1;1.1;1.1;0.9;1
"183";0.9;1.1;0.9;1.1;0.9;0.9;1;1.1;0.9;1;0.9;1.1;1.1;0.9;1;1;NA;1;1;0.9;0.9;1.1;1.1;0.9;1;0.9;0.9;1.1;1.1;1;0.9;1.1;1;1.1;1;1;1;1.1;1;1.1;1;1.1;1.1;1;0.9;0.9;0.9;1;1.1
"184";1;1.1;0.9;1;0.9;0.9;0.9;1.1;0.9;0.9;0.9;1.1;1.1;1;1.1;0.9;NA;1.1;1;1;1;0.9;1.1;1.1;1.1;0.9;1;1;0.9;1.1;0.9;0.9;1;1.1;1;1;1;1.1;1;1.1;0.9;1;0.9;1;1.1;0.9;1;1.1;1.1
"185";0.9;1.1;1;1.1;1;0.9;0.9;1;1.1;1.1;1;1;0.9;1.1;1;1.1;1.1;0.9;1.1;1;1.1;0.9;1.1;0.9;0.9;0.9;1;1.1;1.1;1;1.1;0.9;0.9;1;1.1;0.9;1;0.9;0.9;1;0.9;1;1.1;1.1;1;1;1;0.9;1
"186";0.9;0.9;0.9;0.9;1.1;0.9;1;1;1;0.9;1;0.9;0.9;1.1;0.9;1;1.1;0.9;1.1;0.9;0.9;1;1.1;1.1;1;1;1.1;1.1;1.1;1;1.1;1.1;1;1.1;1.1;1.1;0.9;1;1;1.1;1;0.9;1;0.9;1;1;1.1;1;0.9
"187";1;1;0.9;0.9;1.1;1;0.9;1.1;1.1;0.9;1;1;1.1;0.9;0.9;0.9;NA;1.1;1;1.1;1.1;1;0.9;0.9;1.1;1.1;1.1;0.9;1.1;1;1;1.1;0.9;0.9;1.1;1.1;0.9;1.1;0.9;1;1.1;1;0.9;1;1;1;0.9;1;1
"188";0.9;1;1;0.9;1;1.1;1;0.9;1.1;1;1;1;0.9;0.9;0.9;1.1;NA;1.1;0.9;1.1;1.1;1.1;1.1;0.9;0.9;1;1.1;1;0.9;1.1;1;1;1.1;1.1;1;1.1;1.1;0.9;1;0.9;1.1;0.9;1;1;0.9;0.9;1.1;1;0.9
"189";1;1.1;0.9;1.1;1.1;1.1;1.1;1;1;0.9;1;0.9;0.9;1.1;0.9;1;1.1;1;1;0.9;1.1;1;0.9;1;0.9;0.9;0.9;1.1;1.1;0.9;1.1;0.9;1;1;1.1;0.9;1;1.1;1.1;0.9;1.1;1;1;1.1;1;1;1;0.9;0.9
"190";1.1;0.9;0.9;1.1;1.1;0.9;1.1;1.1;0.9;1.1;1;1;1.1;1;1;1;1.1;1;0.9;1.1;1.1;1;0.9;1;0.9;1;1;1.1;1;1;0.9;1;0.9;0.9;0.9;1;0.9;0.9;1;1.1;1.1;1.1;1.1;0.9;0.9;1;0.9;1;1.1
"191";1;1.1;1;1;1.1;0.9;0.9;0.9;0.9;0.9;0.9;1;0.9;1;1;1.1;1.1;1;1;1;1;1;1.1;1;1.1;1;1;0.9;0.9;0.9;1.1;1.1;1;1.1;1;1;1.1;1.1;0.9;0.9;1.1;1.1;0.9;1.1;1.1;1.1;0.9;0.9;0.9
"192";1.1;1;0.9;1;0.9;1;1.1;1;1.1;1;0.9;0.9;1;1;1.1;1;1.1;0.9;0.9;1;1.1;0.9;1;0.9;0.9;1;0.9;1;0.9;0.9;1;1.1;0.9;0.9;0.9;1.1;1;1.1;1;1.1;1.1;0.9;1.1;1.1;1;1.1;1;1.1;1.1
"193";1;1;0.9;0.9;1.1;1;1;1.1;1;1.1;0.9;1.1;0.9;1;1;1.1;1.1;0.9;1;1.1;0.9;1.1;1;0.9;1;1.1;1.1;1;1.1;1;1.1;1;0.9;0.9;0.9;1.1;1.1;1;0.9;1;1;1;0.9;0.9;0.9;1.1;0.9;1.1;0.9
"194";1.1;1.1;1;1.1;0.9;0.9;1.1;1;0.9;0.9;1.1;1.1;1;1.1;1;0.9;1.1;1.1;1.1;1;0.9;1;1;1;1;1;1;1;1.1;0.9;1.1;1.1;1;1.1;0.9;1;1.1;0.9;0.9;1;0.9;1;0.9;0.9;0.9;0.9;1.1;0.9;1
"195";1;0.9;0.9;0.9;1;1;1.1;0.9;1.1;1.1;0.9;1;1;1;1;1;1.1;0.9;1;0.9;1.1;1;1.1;0.9;0.9;0.9;1.1;1.1;1.1;1.1;1;0.9;0.9;1;1.1;1;1;1.1;1.1;1;0.9;0.9;1.1;1.1;0.9;0.9;1.1;1;1
"196";1;1.1;0.9;1;1;0.9;0.9;0.9;0.9;1.1;1.1;0.9;0.9;1;0.9;1.1;NA;0.9;1.1;1.1;1;0.9;0.9;1;1;1.1;0.9;0.9;1.1;1;0.9;1.1;1.1;1;1.1;1.1;1;1.1;1;1.1;1.1;1;1;1;0.9;0.9;1.1;1;1
"197";1.1;1;1.1;1.1;1;1.1;0.9;1.1;0.9;0.9;1;1.1;0.9;1.1;1.1;1;NA;1;1;1;1.1;0.9;0.9;1;1.1;0.9;0.9;1;1.1;0.9;1;1;1;0.9;1;1.1;0.9;1;0.9;1;0.9;0.9;1.1;1.1;1.1;1.1;1;0.9;0.9
"198";1.1;1.1;1;1;1.1;0.9;0.9;1.1;0.9;1;1;0.9;1;1;0.9;1.1;1.1;1;1;1.1;1;1.1;1.1;1;1.1;0.9;0.9;0.9;1.1;0.9;1.1;1;0.9;0.9;1.1;0.9;0.9;1;1;1;1;0.9;0.9;1.1;1;0.9;1;1.1;1.1
"199";1.1;1.1;0.9;1;0.9;1.1;1;1;0.9;1.1;1;1.1;0.9;1;1.1;0.9;0.9;0.9;1;1;0.9;0.9;1;1;0.9;1;0.9;1.1;1.1;1.1;1.1;0.9;0.9;1.1;1;1;1;1.1;1;1.1;1.1;1;1;0.9;0.9;1.1;1;1.1;0.9
"200";1.1;0.9;1.1;1.1;1;0.9;0.9;1.1;0.9;0.9;1;1;1.1;0.9;1.1;0.9;1.1;1;0.9;1.1;1;1;1;1.1;1;1.1;1.1;1;1.1;1;1;1;1;1.1;0.9;0.9;1;0.9;1;1.1;0.9;1;0.9;0.9;0.9;0.9;1;1.1;1.1
"201";0.9;0.9;1.1;0.9;1;1.1;0.9;1.1;0.9;1.1;0.9;1.1;1;0.9;0.9;1.1;NA;1;1;1.1;1;1.1;0.9;1;0.9;1.1;1;1;1.1;1.1;0.9;1.1;1;0.9;0.9;1;0.9;1.1;1;1;1;1;1;0.9;1.1;1.1;1;0.9;1.1
"202";1;0.9;1.1;1.1;0.9;1;0.9;0.9;0.9;0.9;1.1;0.9;1;1;0.9;1;0.9;1;0.9;1;1.1;1;1;0.9;1;1;1.1;1;0.9;1.1;1;1.1;0.9;0.9;1.1;1.1;1.1;1.1;1;1.1;1;1.1;0.9;1.1;1.1;1.1;1;0.9;1
"203";0.9;1;1.1;1;1.1;0.9;0.9;1;1;1.1;1;0.9;1.1;1;0.9;1;0.9;1;0.9;1;0.9;1.1;1.1;1;1.1;0.9;0.9;1;1;1.1;0.9;1;1.1;0.9;1.1;1.1;0.9;0.9;1.1;1;1.1;1;1;1.1;1.1;1;0.9;1.1;0.9
"204";0.9;0.9;0.9;0.9;1.1;1.1;1;1.1;1.1;1;1.1;1.1;0.9;0.9;0.9;1.1;1.1;1;1;0.9;1;1.1;1;1.1;0.9;1.1;1;1;0.9;0.9;1;1.1;1.1;1;1.1;0.9;1;1;1;0.9;1.1;0.9;0.9;1;1;1.1;0.9;1;1
"205";0.9;1.1;0.9;1.1;1;0.9;1.1;1;0.9;0.9;1;1.1;1.1;1.1;0.9;0.9;0.9;1.1;1;0.9;1;1;0.9;0.9;1;1.1;1;1;1.1;1.1;1;1.1;1.1;0.9;0.9;1.1;1;1;1;0.9;1.1;1;0.9;1.1;1;1;1;0.9;1.1
"206";0.9;1.1;1.1;1;1;1.1;1;1;1;0.9;1.1;0.9;1.1;1.1;1;1.1;0.9;1.1;1;1.1;1.1;1;1;0.9;0.9;1;1;0.9;0.9;1;0.9;1;1;1;1;0.9;0.9;1.1;0.9;1.1;0.9;1;0.9;1.1;1.1;0.9;1.1;1.1;0.9
"207";1.1;1;1;0.9;1;1;1.1;1.1;0.9;1;1.1;0.9;1.1;0.9;1.1;1;1.1;0.9;1;0.9;0.9;1;0.9;0.9;1.1;0.9;1;0.9;1;0.9;0.9;1.1;1;1.1;1.1;0.9;1;1.1;0.9;1.1;1;1;1;1.1;1.1;1;0.9;1.1;1
"208";0.9;1.1;1;1;0.9;0.9;0.9;0.9;1.1;1.1;1.1;1;0.9;1.1;1;0.9;0.9;1;0.9;1.1;0.9;1;0.9;1.1;1;1.1;1;1;1.1;0.9;1.1;1;1;1;0.9;1.1;1.1;1.1;1.1;0.9;1.1;1.1;1;1;1;0.9;1;0.9;1
"209";1.1;1;0.9;1;1.1;0.9;1;0.9;1.1;0.9;1;1;1.1;0.9;1;1;NA;1.1;1.1;1.1;1.1;1.1;1.1;0.9;1.1;1;1.1;1;1;1;1;1.1;0.9;1;0.9;1.1;0.9;1.1;0.9;0.9;1;0.9;0.9;0.9;1;1;0.9;0.9;1.1
"210";0.9;1;1.1;1.1;0.9;0.9;1;1;0.9;0.9;1;1;1;1.1;1.1;1.1;1.1;1.1;0.9;0.9;1;0.9;0.9;0.9;1;1;0.9;1.1;1;1.1;1.1;1.1;0.9;1;1;1;0.9;0.9;1;0.9;1.1;1.1;1.1;0.9;1;1.1;1;1;1.1
"211";1;0.9;1.1;1;0.9;1;1;1.1;0.9;0.9;1.1;1;0.9;1;1;0.9;1.1;1.1;0.9;1.1;1;0.9;0.9;1.1;0.9;1.1;1;1;0.9;1.1;1.1;1.1;0.9;1.1;0.9;1;0.9;0.9;1.1;1.1;1;1;1;1.1;1.1;1;0.9;1;1
"212";1.1;1.1;1.1;1;1;1;0.9;1.1;1.1;1;0.9;0.9;1;1.1;1.1;1.1;NA;1.1;0.9;1.1;1;1.1;0.9;0.9;0.9;0.9;0.9;1;1;1.1;0.9;1;1.1;0.9;0.9;0.9;1;1;1.1;1;1.1;0.9;1;1;0.9;1;0.9;1;1.1
"213";0.9;0.9;1;1;0.9;1;1.1;1.1;1.1;1;0.9;0.9;0.9;0.9;1;1.1;NA;0.9;1.1;1.1;1.1;1.1;1;0.9;1;1;0.9;0.9;1;1.1;1.1;1;1;1.1;1;0.9;1.1;0.9;0.9;0.9;1.1;1.1;1;1;1;1.1;0.9;1.1;1
"214";0.9;1.1;1.1;1.1;1.1;1;1;1.1;0.9;1.1;0.9;1;0.9;0.9;1;0.9;NA;1.1;1.1;0.9;0.9;1;0.9;1;1.1;0.9;1.1;1.1;1;1.1;1.1;0.9;1;1.1;1;1;1;0.9;1;0.9;1;1;1.1;0.9;0.9;0.9;1;1.1;1
"215";0.9;0.9;0.9;0.9;1;1.1;1.1;1;0.9;1.1;1;1.1;1;1;1.1;0.9;NA;1;1.1;0.9;0.9;1.1;0.9;1;1.1;0.9;0.9;1.1;1;1;0.9;1;1;1.1;1.1;1.1;1.1;1.1;0.9;0.9;1.1;1;0.9;1.1;1;0.9;1;1;1
"216";1.1;0.9;1.1;0.9;1;1;0.9;1.1;1;1.1;1.1;0.9;1;1.1;1.1;1;NA;1;0.9;1.1;1;0.9;1;1;0.9;1;1.1;1.1;0.9;1.1;0.9;0.9;1;0.9;1;1;1.1;1.1;0.9;1;1.1;0.9;0.9;1.1;0.9;0.9;1;1.1;1
"217";1.1;1;0.9;0.9;1.1;1;1;0.9;1.1;1.1;1;1;1;1.1;0.9;0.9;NA;0.9;1.1;1.1;0.9;0.9;1.1;1.1;0.9;1;1.1;0.9;1;0.9;1.1;1;1.1;1;0.9;1;1.1;1;1.1;1.1;1;1;0.9;1.1;0.9;1;0.9;0.9;1
"218";1.1;1.1;0.9;0.9;1.1;0.9;0.9;1;1.1;1;0.9;1;1;1;0.9;0.9;1.1;0.9;1;1;1.1;0.9;0.9;1;1;0.9;1.1;1;1;1;1.1;1.1;0.9;1;1;1.1;1;1.1;1.1;0.9;0.9;1;0.9;1.1;1;1.1;1.1;0.9;1.1
"219";1.1;1;1.1;1.1;0.9;1.1;1.1;0.9;1;1.1;0.9;1.1;1.1;0.9;1;1;0.9;1;1;0.9;1.1;1;1.1;0.9;1;1;1;0.9;1;1.1;0.9;0.9;1.1;1;0.9;0.9;1;1;0.9;1.1;1.1;1.1;1;1;0.9;1.1;0.9;1;0.9
"220";0.9;1;1.1;0.9;1;1;1.1;1.1;1;1.1;1.1;1.1;1;0.9;1;0.9;0.9;1.1;0.9;0.9;1;1.1;1;1.1;0.9;1.1;1;1;0.9;1.1;1;1;1;0.9;1.1;1.1;1;0.9;1;0.9;1.1;1;1.1;1;0.9;0.9;1.1;0.9;0.9
"221";1.1;1;1.1;1.1;1.1;0.9;1;1.1;1.1;1;1.1;0.9;0.9;1;1;1;0.9;0.9;1.1;1;1;1.1;1.1;1;1;0.9;0.9;1.1;0.9;1;1.1;0.9;1;1;1.1;1;0.9;1;0.9;0.9;1.1;0.9;1;0.9;1.1;1;0.9;0.9;1.1
"222";1.1;1.1;0.9;1.1;1;0.9;0.9;0.9;1;1.1;1.1;0.9;0.9;1;1;1;1.1;1;1.1;1.1;1;0.9;1.1;1.1;1;1.1;0.9;1;1.1;0.9;1.1;1;0.9;1;1.1;0.9;1;1;0.9;1;0.9;1;1.1;1.1;0.9;1;0.9;1;0.9
"223";1;1.1;1.1;1;0.9;0.9;0.9;1.1;0.9;0.9;0.9;1;0.9;1.1;1;1.1;1.1;0.9;1;1;1.1;1;1;0.9;1;0.9;1;0.9;1.1;1.1;0.9;1.1;1.1;1.1;1.1;1.1;0.9;1.1;0.9;1;1;0.9;1;1;1;0.9;1;1.1;1
"224";0.9;1.1;0.9;0.9;1.1;1;1.1;1;1.1;0.9;1;1.1;1.1;1;0.9;0.9;NA;0.9;0.9;1;1;1;1;1.1;1;0.9;1;0.9;1;1.1;0.9;1.1;1.1;1.1;1;0.9;0.9;0.9;0.9;1.1;1;1.1;0.9;1;1.1;1;1;1.1;1.1
"225";1;0.9;1;1;1;0.9;1.1;0.9;1.1;1.1;1.1;0.9;1;1.1;1.1;1.1;1.1;1;0.9;1.1;1;1.1;0.9;0.9;0.9;1.1;1;1;1;1;0.9;1.1;0.9;1.1;1;1.1;0.9;0.9;0.9;0.9;0.9;1;1;1;1.1;1;1.1;1;0.9
"226";1;1;1;0.9;0.9;1;0.9;1;0.9;0.9;1.1;1.1;0.9;1.1;1.1;1;NA;1;1;1;1.1;0.9;1;1.1;1;1;1.1;0.9;1.1;0.9;0.9;1;0.9;0.9;1.1;1.1;1.1;1;1;1.1;0.9;0.9;1;1.1;0.9;1.1;1.1;1.1;0.9
"227";0.9;1;1.1;1;1.1;0.9;0.9;0.9;1.1;1.1;1.1;0.9;1;1;1.1;1;NA;1;0.9;1;0.9;0.9;1.1;1.1;1;1.1;1.1;0.9;1;0.9;1;1;1.1;0.9;1;0.9;0.9;1;1.1;1.1;1.1;1.1;1;0.9;0.9;1;1;1.1;0.9
"228";1.1;0.9;1;1.1;1.1;1.1;1.1;0.9;0.9;0.9;1;0.9;0.9;0.9;1;1;0.9;0.9;1.1;0.9;1;1;1.1;1;1.1;1;1;1;1.1;1.1;1;1.1;1.1;1.1;0.9;1;0.9;1.1;1;1;0.9;0.9;1;1;1.1;0.9;1;1.1;0.9
"229";1.1;1;1;1.1;0.9;1.1;1;0.9;1;1.1;1;0.9;1;1.1;1;0.9;1.1;0.9;0.9;1.1;1;0.9;1;1.1;0.9;0.9;1;1;1.1;1;1.1;1.1;1;0.9;1;1;1;1.1;1.1;0.9;1.1;0.9;1.1;0.9;1.1;1;0.9;0.9;0.9
"230";1;1.1;1;1;0.9;1.1;1;0.9;1;0.9;1.1;1;0.9;1.1;0.9;1;0.9;1;1.1;1.1;1;1.1;0.9;1;1.1;1.1;0.9;1.1;1.1;1.1;1;0.9;1;1;1;0.9;1;1.1;1.1;0.9;1;0.9;1.1;1;1.1;0.9;0.9;0.9;0.9
"231";1.1;1;0.9;1.1;1.1;1.1;1.1;0.9;1;1;1.1;0.9;0.9;0.9;1.1;1.1;0.9;1.1;1;0.9;1;1.1;1;0.9;0.9;0.9;1.1;1;0.9;1;1.1;1.1;0.9;1;1;0.9;1.1;1;1;0.9;1;0.9;0.9;1;1;1;1.1;1.1;1
"232";1.1;1.1;1.1;1;1;1.1;1;0.9;1.1;1;1.1;0.9;1.1;0.9;1.1;0.9;0.9;1;1.1;1;0.9;1;0.9;1.1;1;1;0.9;1;1.1;1.1;0.9;1;0.9;1;0.9;1;0.9;1;1;0.9;0.9;1.1;1.1;0.9;1;0.9;1.1;1;1.1
"233";1;1;0.9;1.1;1;0.9;1;1;1.1;1;1.1;1.1;0.9;1.1;1.1;0.9;NA;0.9;1.1;1;1;1;1.1;0.9;0.9;1.1;0.9;1;0.9;0.9;1;1;1;1.1;1;0.9;0.9;0.9;1;1.1;1.1;1.1;1.1;0.9;1.1;0.9;1;1.1;0.9
"234";1;1;0.9;1.1;1.1;1.1;1.1;1.1;0.9;0.9;1;1;1.1;0.9;1;1;0.9;1.1;0.9;1.1;0.9;1.1;1;1;1;1;0.9;1.1;1;1;1.1;1.1;1;0.9;0.9;1;1.1;0.9;0.9;0.9;0.9;1.1;1.1;1;1;1.1;0.9;0.9;1
"235";1.1;0.9;1;1;1.1;0.9;1;0.9;1.1;1;0.9;1.1;1;1.1;1;0.9;1.1;1.1;0.9;1.1;0.9;1;1.1;1;1.1;1.1;1;1;1.1;1.1;0.9;0.9;1.1;1;1.1;1;1;0.9;0.9;0.9;1;0.9;1;1.1;0.9;1;0.9;0.9;1
"236";1;1.1;1;1.1;1;0.9;1;1;0.9;1.1;0.9;1;1.1;1.1;1;0.9;NA;0.9;0.9;1;0.9;0.9;0.9;0.9;1;0.9;1.1;1;0.9;1;1.1;0.9;1.1;1;1.1;1.1;1;1.1;1.1;1;1.1;1.1;0.9;1;1.1;0.9;0.9;1;1.1
"237";1.1;0.9;0.9;1;1.1;0.9;1;1.1;0.9;0.9;1;0.9;1.1;1.1;1.1;1;0.9;1;1;1;0.9;1;1;1;1.1;0.9;1.1;0.9;1;1.1;1.1;1;1;1.1;1;1.1;0.9;0.9;1;1.1;0.9;1;0.9;0.9;0.9;1;1.1;1.1;1.1
"238";1.1;1.1;0.9;0.9;1;1.1;1.1;0.9;0.9;1.1;1;0.9;1;1.1;1.1;1;NA;0.9;0.9;1.1;1.1;1.1;0.9;1;1;0.9;1;0.9;1;1.1;1.1;1;1;1;0.9;1;0.9;1;1;0.9;0.9;1.1;1.1;1;0.9;1.1;1.1;0.9;1
"239";1.1;0.9;1;0.9;1.1;1.1;1.1;0.9;1;1.1;0.9;1.1;0.9;1;1;0.9;NA;0.9;0.9;1.1;0.9;1;1.1;1.1;0.9;1;0.9;1;0.9;0.9;0.9;1;1;1.1;1.1;1.1;1.1;1;1.1;1;1;1.1;1;1.1;0.9;1;1;1;0.9
"240";1;0.9;0.9;1;1;0.9;1.1;1.1;1;0.9;1.1;1.1;1;0.9;0.9;1;NA;1;1.1;1;1.1;1.1;1.1;0.9;0.9;1;0.9;0.9;1.1;1.1;1.1;1.1;1;1.1;0.9;1;1;1;1.1;1.1;1;0.9;1;0.9;0.9;0.9;1;1.1;0.9
"241";0.9;0.9;1.1;0.9;1.1;1.1;1.1;1;1;0.9;0.9;0.9;1.1;0.9;1;1;1.1;1;1.1;1;1;1;1.1;0.9;1.1;1;1;1;0.9;1;1.1;0.9;1;1;1;1.1;0.9;0.9;0.9;0.9;1;1.1;1.1;1.1;0.9;0.9;1.1;1;1.1
"242";1;0.9;1;1.1;0.9;1.1;1;0.9;1;0.9;1;1.1;0.9;1.1;1.1;0.9;NA;0.9;1.1;1;1;1.1;0.9;1;0.9;1.1;1.1;1;1.1;1.1;1;1.1;1.1;0.9;1;1;1;1.1;0.9;0.9;0.9;0.9;1.1;1;1.1;0.9;1;0.9;1
"243";1;1;0.9;1;0.9;1;1.1;1.1;1.1;0.9;1;1.1;0.9;0.9;1;0.9;1.1;1;1.1;0.9;1.1;0.9;1;0.9;1.1;1;0.9;1.1;1;1.1;1.1;1;1;1.1;1;0.9;1;1.1;1;1.1;0.9;1;1.1;1.1;1;0.9;0.9;0.9;0.9
"244";1;1.1;1;0.9;1;1;1.1;1.1;1;0.9;1;0.9;0.9;1.1;0.9;0.9;1.1;1.1;1.1;1.1;0.9;0.9;1.1;0.9;1;0.9;0.9;0.9;1;1;1;1;1.1;0.9;1.1;0.9;0.9;1;0.9;1.1;1.1;1;1.1;1;1.1;1;1;1.1;1
"245";0.9;0.9;0.9;1;1.1;0.9;0.9;1.1;1;0.9;1.1;1;1;0.9;0.9;1.1;NA;1.1;1.1;1;1;1;1.1;1;1.1;1.1;0.9;1;1.1;1.1;0.9;1.1;1;1;0.9;0.9;1;0.9;1.1;0.9;0.9;1.1;1;1.1;1;1.1;1;0.9;1
"246";0.9;1.1;1.1;1;0.9;0.9;1;1.1;0.9;1;1.1;1;0.9;1.1;1.1;1;0.9;0.9;1.1;0.9;1;1;1.1;0.9;0.9;1.1;1;1.1;1;1;1.1;1.1;0.9;0.9;1;1.1;1.1;1;0.9;1;0.9;1.1;1;1;1;0.9;1.1;0.9;1
"247";1.1;1.1;1.1;0.9;1.1;1;0.9;0.9;1;1;1.1;1;1;1.1;0.9;1.1;NA;0.9;1.1;1;0.9;1.1;0.9;0.9;0.9;0.9;1;1.1;0.9;1;1.1;1;1.1;1;1;1.1;1;1;0.9;0.9;0.9;1.1;1.1;1.1;0.9;1;0.9;1;1
