"1-1";"2-1";"3-1";"4-1";"5-1";"6-1";"1-2";"2-2";"3-2";"4-2";"5-2";"6-2";"1-3";"2-3";"3-3";"4-3";"5-3";"6-3";"1-4";"2-4";"3-4";"4-4";"5-4";"6-4";"1-5";"2-5";"3-5";"4-5";"5-5";"6-5";"1-6";"2-6";"3-6";"4-6";"5-6";"6-6";"7-7";"8-7";"9-7";"7-8";"8-8";"9-8";"7-9";"8-9";"9-9";"10-10";"11-10";"10-11";"11-11"
"176";0.5;2;0.5;1.1;0.5;1.1;1;0.9;1;2;0.5;0.5;1;0.9;2;1;1;1.1;2;1;1.1;0.5;1.1;1;2;0.9;0.9;1.1;0.9;1.1;1;1;0.9;0.5;0.9;1.1;0.5;1;0.5;0.9;2;1;1;2;0.9;1;2;1.1;2
"177";1;0.9;0.9;1;0.9;0.5;1.1;2;1.1;1;0.5;1.1;0.5;1;1.1;1;0.5;2;0.9;1;0.9;2;1;0.9;0.9;0.5;2;2;1;1;2;0.9;1.1;0.9;1;2;2;0.5;1.1;1.1;0.5;2;1.1;0.5;1;1.1;1;0.5;1
"178";0.9;0.5;0.9;2;0.5;1.1;1;1.1;2;1;1;1;1.1;0.5;0.5;1;2;0.9;1.1;0.9;2;1.1;0.5;0.5;0.9;0.9;1;0.5;0.5;1;1;1.1;0.9;1;0.9;2;1;1.1;1;2;2;0.5;1.1;1;1.1;0.9;1;2;2
"179";1;1;0.5;0.5;2;1.1;0.5;0.9;1;1.1;1.1;2;0.9;0.9;0.9;1;1.1;1.1;1;2;1.1;1.1;1.1;1;0.9;0.9;0.5;1;0.9;1;0.9;0.5;0.5;1;1;2;2;2;1;0.5;1;0.9;0.5;2;0.5;1;2;1.1;2
"180";1.1;1;1.1;1;2;1;1.1;0.5;1;0.9;0.5;0.9;1;0.9;1;0.9;1;2;1.1;1.1;2;0.9;0.5;2;2;0.5;1;1.1;1.1;1;2;1;2;2;1;0.5;0.9;0.5;1.1;0.5;0.9;0.5;1;1;0.9;0.5;2;1.1;0.9
"181";1.1;2;2;1;0.9;2;1.1;1;0.5;2;1.1;1.1;0.9;1.1;0.5;1.1;0.9;0.9;0.5;1;2;1;1;1.1;1;2;1.1;1;1;1;0.5;1;2;0.5;0.9;0.5;0.5;0.9;0.9;1;0.9;0.5;1;2;0.9;1.1;0.5;2;1
"182";1;1;2;0.5;1;2;0.5;0.5;1;2;1.1;1.1;2;1.1;0.5;0.9;2;1.1;0.9;1;1;2;0.5;1.1;1;1.1;2;1.1;0.5;1;2;0.9;0.5;0.9;1;1;0.9;1.1;0.9;1;0.9;0.9;0.5;0.5;1;1;0.9;1.1;2
"183";2;0.9;1;1.1;2;1.1;0.5;1;1.1;2;0.5;2;2;0.9;1;1.1;1.1;0.9;1;0.9;0.5;1;1;0.5;0.9;0.5;1.1;0.5;2;1;1;0.9;1;1.1;1;2;1.1;0.5;0.5;2;2;1;1;0.5;1;0.9;1.1;0.9;0.9
"184";1.1;1;1.1;1;0.9;1;2;0.9;1;0.9;2;1;2;1.1;0.9;0.5;2;1.1;1;1;1;1;1.1;0.5;0.9;2;1.1;1.1;0.5;0.5;0.9;0.9;0.5;1;1.1;0.9;1.1;1;0.5;0.5;2;2;0.9;1;1;2;0.5;0.5;2
"185";0.9;0.9;0.5;1.1;1;1;1;1;2;0.9;1;0.9;0.9;0.5;1;0.5;2;1;1.1;1;1;0.5;1;1.1;0.5;0.5;2;0.9;1;1;0.9;1.1;2;1.1;1;2;0.5;0.5;1.1;2;1.1;1.1;2;0.9;2;0.9;2;0.5;1.1
"186";0.9;0.9;1.1;1.1;0.5;0.9;1;2;1.1;1.1;1;1;0.9;2;2;0.9;0.5;2;0.9;1;2;0.5;1.1;1;0.5;1;0.5;1.1;2;0.5;0.9;0.9;0.5;1.1;1;1;1;2;1.1;1;1;1;1;2;1.1;2;0.5;0.9;0.5
"187";1.1;0.9;1;0.9;1;0.9;1;1;2;2;1.1;0.9;1.1;1.1;0.5;0.9;0.5;1;2;2;0.5;1.1;0.9;1;1.1;1.1;1;1;0.9;2;1;1;1;2;2;0.9;0.5;2;0.5;0.5;2;0.5;0.9;1.1;1.1;0.5;1;1;0.5
"188";2;1;0.9;1;1.1;2;0.9;1.1;1;0.5;1.1;1.1;1.1;1.1;0.9;2;0.9;0.5;0.5;0.9;2;0.5;2;1;1;1;2;1;2;1;1;0.5;1;1;0.9;1;1;0.5;2;0.5;2;0.9;0.5;0.9;0.5;1.1;0.9;1.1;1.1
"189";1;1;0.5;0.5;1.1;0.9;1.1;1.1;0.9;1.1;0.9;2;1;1.1;0.9;2;1;0.5;1;2;0.5;1;0.5;2;1;2;0.9;1;2;1;0.5;0.9;0.5;1.1;2;1;2;1;0.5;0.9;1;0.9;2;1.1;1.1;1.1;1;0.5;0.9
"190";1.1;1;0.9;0.5;2;0.9;1.1;1;0.9;1.1;1;1;2;0.5;0.9;1;0.9;0.9;0.5;0.9;0.5;1;1.1;1;2;1;1;1;0.9;1;0.5;0.5;0.9;1;1;1.1;2;0.5;2;1.1;0.5;2;2;0.5;1.1;2;1.1;1.1;2
"191";1.1;0.5;1;2;1.1;2;1.1;0.9;1.1;0.5;0.9;1;0.5;1.1;0.9;0.5;2;1;1;2;2;2;1;1;1;1.1;1;0.5;0.9;0.5;1;1.1;2;2;0.9;1;0.5;0.9;1;0.9;1;0.5;1.1;0.9;1.1;0.9;2;1;0.5
"192";2;0.5;0.9;1.1;1.1;0.9;2;2;1.1;1.1;0.9;1;2;1;0.5;1.1;0.5;1;2;1;0.9;2;1;1.1;2;0.5;1;1;1;1.1;2;0.9;0.5;0.9;0.5;1;0.9;1;0.5;0.9;1.1;2;0.5;1.1;0.5;1;1;1;0.9
"193";1;1;0.5;0.9;0.5;1;0.9;2;1;1.1;2;1.1;1;1;0.9;0.5;1;0.9;1;0.9;1.1;1.1;1;1.1;0.5;1;0.5;0.9;2;1.1;1.1;0.5;1;2;2;1.1;0.9;1.1;2;2;0.5;2;0.9;0.5;0.9;0.5;1;1;2
"194";1;0.9;0.9;2;0.9;0.5;0.5;1;0.5;1;0.9;1;1.1;2;1;0.9;0.5;0.5;1.1;1.1;0.5;0.9;2;0.5;2;1.1;1;1;1.1;0.9;1;0.5;0.9;2;0.5;1;1.1;1.1;1;1.1;2;2;2;1.1;2;0.9;1;1;1
"195";0.5;0.9;1;1;0.9;0.9;0.5;2;0.5;1.1;0.5;2;0.5;2;2;2;1.1;0.5;1;2;0.5;1;1;1.1;2;1.1;1.1;1.1;0.9;0.5;1;1;1;1;1.1;0.9;0.9;2;1;0.9;0.5;1;1.1;0.9;1.1;2;1;1;0.9
"196";0.9;2;2;1;2;0.5;2;0.9;1;0.9;0.5;1;0.9;0.5;0.9;1.1;1;1;1;0.5;2;1.1;0.5;1;1.1;1;2;2;2;1.1;1.1;1.1;1.1;1;0.5;0.5;0.5;0.9;1;1;2;1.1;1;0.9;0.5;1.1;0.9;0.9;1
"197";1.1;1;2;1;2;1;1.1;0.9;1.1;1;0.9;0.5;0.5;1.1;0.9;0.9;1;1.1;1.1;1;1;1;2;1;0.9;2;0.5;2;0.9;0.5;2;2;1;1.1;2;2;1.1;1;1;0.5;0.5;0.5;0.9;1.1;0.5;1;0.9;0.9;0.5
"198";0.9;0.9;2;0.5;2;0.9;2;1.1;0.9;0.5;0.5;1;0.9;2;1.1;1.1;0.5;0.5;1.1;0.5;1.1;2;1.1;1;1;2;2;2;1;1.1;1;1;1;0.9;1;0.5;1.1;1;0.9;0.9;0.9;1;1.1;0.5;1;1;0.5;2;1
"199";1;1.1;0.9;2;1.1;0.5;0.5;1;2;2;1.1;1;1.1;0.5;2;2;0.5;1;1;1.1;0.9;1;0.5;1.1;1;1;1;1.1;0.9;0.9;2;0.9;0.5;0.9;2;1;1;0.5;1.1;1;0.9;0.5;2;0.5;1;0.9;1.1;0.9;2
"200";0.5;0.9;1;1.1;0.9;1;1;2;0.9;1.1;2;0.9;0.9;0.5;1;1.1;1;1;0.5;2;0.5;1;1;1.1;0.5;2;1.1;0.9;0.5;2;2;0.5;0.9;1;0.9;2;1;2;1.1;2;0.5;1;1.1;1;1.1;1.1;0.9;0.5;1
"201";0.5;1.1;1;1.1;0.9;1;1;0.5;0.5;0.9;1.1;1;1.1;0.9;0.9;0.9;0.5;0.5;2;0.5;2;1;1;0.5;1.1;1.1;1;1;2;1.1;0.9;2;2;1.1;2;0.9;1;0.9;2;1;1;1.1;0.5;2;1;0.5;1;2;0.9
"202";0.5;1.1;2;0.9;0.9;2;1;1.1;2;0.5;1;1.1;0.5;1;0.9;1;2;0.5;1;1.1;2;1;0.5;0.9;1.1;0.9;1;1.1;2;0.5;1;0.5;0.5;2;1;0.9;0.9;1.1;1;0.5;2;0.9;1;1.1;1;1.1;1;0.9;2
"203";1;1;0.9;1.1;1;0.5;0.9;2;2;0.5;1;2;1.1;0.5;1;1;0.5;1;1.1;1.1;0.9;1;0.5;2;2;1;0.5;1;0.9;1;2;0.9;1.1;0.5;2;0.9;0.5;1.1;1.1;2;0.5;1;2;1.1;0.9;1.1;0.9;1;0.9
"204";2;0.9;1.1;2;0.5;1.1;1;1.1;1;0.9;0.5;1;1.1;0.9;2;1;0.5;2;2;1;1.1;0.9;0.9;0.5;1;1;0.5;2;0.9;1;2;0.9;2;0.5;1.1;0.5;0.5;1.1;1;0.9;1;1;1.1;1;1;0.5;1.1;2;0.9
"205";0.9;2;0.5;1;0.5;1;0.5;1;1.1;1.1;1.1;1;0.9;1.1;1.1;0.9;0.9;0.5;1.1;2;2;1.1;1.1;0.5;1;2;1;1;1;0.9;1;2;1.1;2;0.5;2;1;0.9;0.9;0.5;2;0.5;0.9;0.9;0.5;1;1;1;2
"206";2;0.5;0.9;1;1;1.1;2;0.9;1.1;1.1;1;1.1;1;1.1;1;0.9;0.5;0.9;0.9;1.1;1;0.9;0.5;2;0.5;1;0.5;1;0.9;2;2;0.9;1;0.9;0.5;1;0.5;1.1;2;0.5;1;0.5;1.1;2;1.1;2;1;2;1
"207";2;1;1.1;1;1;0.5;0.5;1;1.1;1;1.1;1;0.9;0.5;1.1;0.5;0.5;0.5;0.5;1;0.9;2;2;0.9;1.1;0.5;2;1;1.1;0.9;1;0.9;1.1;1;2;2;0.5;0.9;0.9;0.9;1;1.1;1;2;0.9;1.1;2;2;1
"208";2;1.1;0.9;0.9;0.5;0.9;1;1.1;0.9;1;2;1.1;2;1;1.1;2;1.1;0.5;2;1;1;0.9;1.1;0.5;0.5;1;0.5;1.1;2;1;2;0.5;1.1;0.9;0.9;1.1;2;1;0.5;0.5;0.9;0.5;1;1;2;1;0.9;1;1
"209";0.9;2;0.9;1;1;0.5;2;1.1;1;0.5;1.1;1;0.5;1;0.9;2;1.1;0.9;1.1;1;0.5;0.5;0.9;2;0.5;0.9;1;1;0.5;1;1.1;0.9;1.1;1;1.1;1;1;1;2;2;2;1.1;1.1;0.9;2;0.5;2;0.5;0.9
"210";0.9;1;1;1;2;0.5;1;1.1;0.5;0.5;0.9;0.9;1;1.1;1;1;1;1;0.5;0.5;0.5;2;0.9;1;1;2;1.1;2;1.1;1.1;1;2;1;0.5;1.1;0.9;0.5;2;1.1;2;2;0.9;1.1;2;0.9;0.5;0.9;1.1;0.9
"211";0.5;2;1;1;0.9;2;0.9;1;1;2;1.1;1.1;2;1;0.5;1;2;0.9;1.1;0.5;1.1;0.9;0.5;0.9;1;2;1.1;1.1;1.1;0.5;2;0.9;2;1;2;1;0.5;1;1;1;0.9;0.5;1.1;0.5;1.1;0.9;1;0.5;0.9
"212";1.1;0.5;1;0.9;0.9;1;2;1.1;0.9;0.9;0.5;1;1.1;1;0.5;1.1;2;1.1;0.5;0.5;1;0.9;1.1;1;1.1;0.5;1;1.1;1;2;0.5;2;2;0.9;2;2;2;0.9;0.9;1;0.5;2;0.5;1.1;1;1;1;0.9;1
"213";1;2;1;0.9;2;1;1;0.5;0.5;0.5;2;0.5;1;0.9;0.9;2;1.1;2;0.9;0.5;1.1;1.1;0.9;1;1.1;0.5;2;0.9;1;1.1;1;0.9;1;0.5;1;1.1;2;0.9;1.1;1;0.9;2;2;0.5;1.1;0.5;1;1.1;1
"214";0.5;0.5;1;0.5;0.5;1;1;1.1;0.9;0.5;1.1;2;1;1;0.5;1;1.1;1.1;0.9;1;1.1;2;1.1;1;2;1;0.9;0.9;0.9;2;1;1;2;0.5;0.5;2;0.9;1;1.1;2;0.9;2;0.5;1;2;0.9;1.1;1.1;0.9
"215";1.1;1;0.5;0.5;2;2;1;0.5;1.1;2;0.9;2;0.9;1.1;1;1;0.5;1;0.5;1;1;1.1;0.9;1;1;1;1;1;0.9;1.1;2;0.5;0.5;0.5;0.9;0.9;1.1;0.5;2;2;1;1.1;2;1.1;1.1;0.9;0.9;0.9;2
"216";1.1;0.9;2;2;0.5;0.5;0.5;0.9;1.1;1;1;1;0.9;2;1;1.1;2;0.5;2;0.9;0.9;0.9;1.1;1;1;1;0.5;0.5;1.1;1;0.9;1;1.1;1;2;1;0.9;1.1;2;1.1;2;1;1.1;0.9;1;0.5;0.5;2;0.5
"217";1;1.1;0.5;1;2;2;2;0.5;0.9;0.9;1;1;1.1;1.1;2;1.1;0.5;1.1;0.5;0.9;0.5;0.9;0.5;1;1;2;1;1.1;2;0.9;0.9;0.5;1;0.5;0.9;0.9;0.5;2;0.9;2;2;1;1.1;1.1;1;1.1;1;1;1
"218";1.1;0.9;1.1;0.9;2;1.1;0.5;1;1.1;1;1.1;0.9;2;1.1;0.5;1;1;0.5;1;1.1;0.5;0.9;0.5;2;1;0.9;1;0.5;1.1;0.9;1.1;1;1;1;2;0.5;2;1;0.9;0.5;0.9;2;0.9;2;1;1;0.5;2;2
"219";1;0.5;0.9;0.5;0.5;1;0.5;1.1;0.9;0.9;2;0.9;0.5;0.9;2;1.1;2;1.1;2;1.1;2;1.1;0.9;1;1;2;1;1;2;1.1;0.9;1.1;1;2;0.5;0.5;1.1;1.1;0.5;1;1;0.9;1;1;0.5;1;0.9;1;2
"220";0.9;2;0.5;0.5;1;0.5;2;1;0.9;0.9;1.1;0.5;1.1;1;1;0.9;1;1.1;1.1;0.9;1.1;1;0.5;2;1;1;0.9;1;0.9;2;2;1.1;0.5;1;2;0.5;0.9;1;1.1;1.1;0.9;2;1;0.5;0.5;2;1.1;2;1
"221";0.5;0.5;0.5;0.5;1.1;1;1;1;1;0.9;1.1;0.5;2;1.1;0.5;0.9;1.1;2;0.9;0.5;1.1;1;1;2;0.9;1.1;0.9;0.9;1;1;0.9;2;1.1;1;1;2;1.1;1.1;2;2;1;1;2;0.5;0.9;1;0.9;2;0.5
"222";1;2;0.5;2;0.5;1.1;0.9;1;1;0.9;0.5;1.1;1;2;0.9;0.5;2;1.1;0.9;2;2;2;1;0.9;0.9;0.5;1.1;1.1;0.9;0.9;1.1;1.1;1.1;1;2;1;0.5;1;2;1;1.1;0.5;1;0.9;1;1;0.5;1;0.5
"223";0.5;0.5;1;0.5;2;1;1;1;1.1;2;0.9;0.5;2;1;2;0.5;0.5;0.5;1;1;2;0.5;0.5;0.9;1.1;0.9;1;2;0.9;1.1;2;0.9;1;1.1;0.9;1.1;1.1;2;1.1;2;1;0.9;1;1.1;1;0.9;1;0.9;1.1
"224";2;0.9;1.1;0.5;1.1;1.1;0.9;0.9;0.5;1;1;1;2;0.5;1;1;0.9;0.5;1.1;0.9;0.9;0.9;1;1;0.5;1;0.5;0.9;2;1;2;0.5;2;1.1;0.5;0.9;2;2;2;2;0.5;1;1.1;1;1.1;1.1;1;1.1;1
"225";0.9;1;0.9;1;0.9;0.9;0.9;0.5;0.5;1;0.9;1.1;1.1;0.5;0.9;1.1;1.1;1.1;2;2;1;0.5;0.5;0.5;1;1;1;1;2;1.1;1.1;0.5;1;0.9;1;2;1;2;2;0.9;1.1;1;1;0.5;2;2;2;1.1;0.5
"226";1;0.9;0.9;0.5;0.9;1;2;1;0.5;0.9;0.9;1;2;2;1;1;1;1;0.5;1.1;0.9;1.1;2;1.1;0.9;0.9;1.1;0.5;1.1;2;1.1;1;1;2;2;1.1;0.5;1;1;2;2;0.5;0.9;1;0.5;1.1;1.1;0.5;0.5
"227";1;0.9;0.5;2;1.1;1;2;1;2;0.9;0.9;1;1;0.5;0.5;2;1;0.9;2;1;1.1;1.1;0.9;0.5;2;1.1;1;0.5;1.1;1;0.5;2;0.9;0.9;0.5;2;1;0.5;0.5;1;1.1;1.1;1.1;0.9;2;1;1;0.9;1.1
"228";1.1;2;1;0.9;1.1;0.5;1.1;0.5;1.1;1.1;0.9;2;2;1;2;1.1;1;0.5;1.1;2;1;0.9;2;2;1;1;1;1;1;0.9;1.1;1;0.5;1;0.5;0.5;0.9;2;1.1;0.5;0.9;0.5;1;0.9;0.9;2;0.5;0.9;1
"229";2;0.5;1;0.9;0.9;2;1.1;0.5;1.1;1.1;1;2;0.9;2;2;1;1.1;0.5;0.9;0.5;1;1;1;0.9;0.5;0.5;2;1.1;1.1;0.9;1;2;1;1;2;1;2;0.9;0.9;1;0.5;0.5;1.1;0.9;0.5;1;1;1.1;1.1
"230";1;1.1;1;1;2;0.9;0.5;1.1;0.5;2;1;1.1;0.5;1;1.1;1.1;1.1;2;0.5;1;0.9;0.9;1;0.5;0.9;2;1.1;2;0.9;0.5;2;0.9;0.5;0.9;1;0.9;2;1;1;1.1;0.9;2;1;2;0.5;1;1.1;0.5;1
"231";1.1;1;1.1;0.9;0.9;1;2;0.9;0.5;1;0.5;2;1.1;1;0.9;1.1;1;1.1;1;1;1;1.1;0.9;2;2;0.5;0.9;0.5;0.9;1;0.5;2;0.5;0.9;0.5;1;2;1.1;1;1;1.1;2;1;2;0.9;0.5;1.1;2;0.5
"232";0.5;1;0.9;0.9;1.1;1.1;0.9;2;1;0.9;1;2;1;1.1;2;0.5;1.1;1.1;0.9;1;1.1;1;1;0.9;2;1;1;0.5;2;0.5;2;1;2;2;0.5;0.5;0.9;0.9;1;2;0.9;1.1;1.1;1.1;0.5;1;0.5;0.5;1
"233";0.5;1.1;2;0.9;2;1.1;1;0.9;1.1;0.5;1.1;2;1.1;0.5;1.1;0.9;2;1;1;1;0.9;1;1;1;1;1;0.5;1;0.9;1;0.5;1;1;0.9;2;2;2;0.9;0.5;0.5;1.1;0.5;0.9;1.1;0.9;2;1.1;0.5;2
"234";0.9;0.5;0.5;1.1;1;1.1;2;1.1;0.5;1.1;1;2;0.9;0.9;1;1;2;2;2;0.9;0.5;0.5;1;0.9;2;1;1.1;0.5;1;1;1;0.5;0.5;0.5;1;1.1;1;1.1;1.1;1.1;0.9;1;2;2;0.9;0.9;1;2;0.9
"235";2;0.5;0.9;1;0.9;0.5;1;0.5;0.5;1;1;0.9;1;0.9;1.1;0.5;1.1;1;0.9;1;0.9;1.1;1;1;2;2;1;1.1;2;1.1;2;2;0.5;1.1;1.1;1;1;0.5;1.1;0.5;1;2;0.5;0.9;0.9;2;1.1;2;0.9
"236";0.9;1;2;1.1;1;0.5;0.5;0.9;1;0.5;2;0.5;2;2;0.9;1;1;1;0.5;1.1;0.9;0.9;0.5;0.5;1.1;1;1.1;1;2;2;0.5;1.1;0.9;1;1.1;0.9;0.5;2;1;1.1;1;0.9;2;2;0.9;1;1.1;1.1;1
"237";0.9;0.5;2;0.5;0.9;0.9;2;1;1.1;1.1;1;1.1;0.5;1;1.1;1;0.9;0.9;2;0.5;2;1;2;1;1.1;1.1;1;0.9;0.9;0.5;1;2;1.1;0.9;1;0.5;1;2;1;0.5;0.9;0.5;0.5;1;2;1.1;1;2;1.1
"238";0.9;1;2;0.9;1.1;0.9;0.5;1;2;0.5;2;0.9;1;0.9;1.1;0.5;0.5;0.5;1.1;2;1;0.9;0.5;2;2;0.5;1;1;2;1.1;1.1;0.9;1;0.9;2;1.1;1.1;1;0.5;1.1;1;1;1.1;2;1;0.5;0.9;1;1
"239";0.9;0.5;1;1.1;1;1.1;1;2;1.1;1;2;0.9;1;1.1;2;0.9;0.9;0.9;1.1;0.9;0.5;1.1;1;1;2;2;1;1;2;1.1;0.5;1.1;2;0.5;1;1;0.5;0.5;1;0.9;1;0.9;2;0.5;2;0.9;0.5;1.1;0.5
"240";0.9;1.1;2;1.1;1;2;2;0.9;2;0.5;1;1;0.5;1.1;0.9;1;1.1;2;0.9;1;0.9;2;1;1.1;1.1;0.5;0.5;1;0.9;0.5;1;1.1;1;0.5;0.9;1;0.9;0.5;0.9;2;0.5;1;1;1.1;2;1;1.1;2;0.5
"241";1;0.5;1.1;1;1;2;0.9;0.5;0.5;0.9;2;0.5;0.5;1.1;0.9;1;0.5;2;2;1;0.5;1;1;1;1.1;1;2;1;0.9;1;0.9;1.1;1.1;2;1;2;1;1.1;0.5;0.9;0.5;0.9;1.1;2;0.9;1.1;2;1.1;0.9
"242";0.9;1;1;1;1.1;0.5;1;0.9;0.9;1;0.5;2;0.9;2;1;0.9;1;1;2;2;1;0.9;1.1;0.5;1.1;0.5;1;0.5;0.5;2;2;2;0.5;1;0.5;0.5;1.1;1;2;2;1.1;0.9;0.9;1.1;1.1;1;0.9;1.1;1.1
"243";2;1.1;1;0.5;0.5;1;2;1.1;1.1;1;0.9;1.1;0.9;1;0.9;2;1;0.9;0.5;2;0.9;0.9;0.9;1;0.5;0.5;1.1;1.1;2;0.9;1;2;0.5;1;1;0.9;1;2;1;1;1.1;0.5;0.5;1.1;2;1;0.5;1.1;2
"244";2;1.1;2;1;1;0.9;1;2;2;0.9;0.5;1;1.1;1.1;2;1;0.5;1;1.1;1;2;2;0.9;1;0.9;1.1;0.9;0.5;1;1.1;0.9;0.5;1.1;2;0.9;0.5;2;1.1;1;0.5;0.5;1;0.9;1;0.9;1;1.1;0.5;0.5
"245";0.9;0.9;1;1;0.5;1;1.1;1.1;2;2;0.5;0.5;0.5;2;1.1;2;0.9;0.9;1.1;2;2;0.9;1.1;0.5;1;1;2;0.5;1;1.1;1.1;2;0.9;1;1.1;0.5;1;1;1;0.5;1;2;1;1;1.1;0.9;0.5;0.9;0.9
"246";0.5;1.1;2;0.9;2;1.1;1;1;0.9;0.5;0.9;1;1;0.5;2;1;2;1;1.1;1;0.9;2;0.5;0.9;1;0.9;0.9;0.5;2;2;1.1;1.1;1;1.1;0.5;2;1;1.1;1.1;0.9;1.1;0.5;0.9;1;2;1;1;0.5;0.5
"247";2;0.5;0.5;0.5;2;1.1;2;1;1;1.1;0.5;1;1.1;1;1;1;2;0.9;2;2;1;2;0.9;1.1;1.1;0.9;1;0.5;1;1.1;1.1;0.5;1.1;0.9;0.9;1;0.5;0.9;2;1;0.9;1;2;0.5;0.9;1;0.5;1.1;0.9
"248";1.1;1.1;0.5;1;2;1;0.5;2;1;0.9;1;1.1;0.9;1.1;0.5;2;0.9;0.9;1.1;1.1;0.5;1;2;1;1.1;2;0.9;2;0.5;2;0.5;1;1;1;2;1.1;0.9;0.5;1;0.5;1;0.5;1.1;1;2;0.9;0.9;0.9;1
"249";0.5;1;2;1.1;0.5;1.1;1.1;1;0.5;1.1;0.5;2;2;2;1.1;1.1;0.9;1;1;0.9;1.1;2;0.5;0.5;1;0.9;1;1;0.9;0.5;2;0.9;2;0.5;0.9;2;1;0.5;1;1.1;0.9;0.9;1.1;1;2;0.9;1;1;1
"250";1;1;0.5;0.5;0.9;2;2;0.5;0.5;2;1.1;2;1.1;1;0.9;1;2;1.1;2;1.1;1;1;0.5;0.9;0.9;1.1;1.1;0.5;0.9;1;2;0.9;1;1;0.9;1.1;1;1;0.5;0.9;1.1;0.5;1.1;0.5;1;0.9;2;2;1
"251";0.5;0.9;1;0.9;1;0.5;2;0.5;2;2;0.5;1;2;1.1;1;0.5;0.9;0.9;0.9;1;0.9;1.1;2;2;1;0.9;1.1;1.1;0.5;0.9;1;1;1.1;1;1;1;2;0.5;1;1;1.1;0.5;1.1;1.1;2;0.5;1.1;2;0.9
"252";2;1;0.5;1.1;2;0.5;2;1;1.1;2;1;0.5;2;0.9;1;1;1;1.1;0.9;0.9;1.1;2;1;2;1;1;0.9;0.9;0.9;0.5;2;1;0.9;0.5;1.1;0.5;1;0.5;2;0.9;1.1;1.1;0.9;0.5;1;0.5;1.1;1.1;1
"253";1.1;1.1;0.5;0.9;2;1;0.9;0.9;0.9;2;1.1;0.5;1.1;2;0.9;1;2;1.1;0.9;2;0.9;0.5;1;1.1;2;1.1;0.5;1;1;1;0.9;2;0.5;1.1;0.9;0.5;1;1;0.5;1;1.1;1;1;2;1;1;0.5;2;0.5
"254";2;1;0.9;1.1;1;0.9;0.5;0.5;1;1;2;0.5;0.9;0.9;0.5;2;1.1;1.1;0.9;1;1;2;2;2;2;1;0.5;1;2;0.9;0.5;2;1.1;0.5;1;1.1;1.1;1;1.1;1;1.1;1.1;0.5;1;1;0.5;0.9;0.9;0.9
"255";1;0.9;1;0.5;1.1;0.9;1;2;1.1;1;1.1;0.5;1;1;1.1;1;1.1;1;1;2;1;0.5;0.5;2;1.1;1;2;1.1;2;2;0.9;0.9;1;0.9;2;1.1;1;0.5;0.9;0.9;2;0.9;2;0.5;0.5;1.1;0.5;0.9;0.5
"256";1;1.1;0.5;2;1.1;1.1;1.1;0.5;0.5;0.9;2;1.1;0.5;2;0.9;1;0.9;1;0.9;0.9;1;1;0.9;0.5;0.5;1;2;1;0.9;1;1.1;1.1;0.5;1.1;1;2;0.5;1;2;2;2;1.1;0.5;0.9;1;1;2;1;0.9
"257";2;2;2;1.1;1.1;1;1.1;2;1;0.9;0.5;0.9;0.5;1;0.5;0.9;0.9;0.9;0.9;1;1;1;0.5;2;2;1;0.5;0.5;0.5;1;1;0.9;0.5;1.1;1;1;1.1;2;0.5;1;2;1;1.1;2;1.1;1.1;0.9;1.1;0.9
"258";1;1.1;0.9;1;2;1;1.1;0.5;1.1;0.9;0.9;1;1;0.9;1.1;0.5;0.9;1;0.5;1;1.1;1.1;2;1;2;2;2;0.5;0.5;2;0.9;0.5;0.5;0.5;0.9;0.5;1;1;1;1.1;0.9;1;2;0.9;2;1;1.1;1.1;2
"259";0.5;0.5;2;1;1;0.9;0.5;1.1;0.5;0.9;0.5;2;1.1;1.1;1;0.5;2;1.1;0.9;0.5;0.9;0.9;0.9;1;0.5;0.9;1;1;0.9;2;2;1;1;0.5;1;1.1;1.1;2;1;2;1;1;1.1;1.1;1;2;2;0.9;1.1
"260";1;2;1;1;1.1;1;0.5;1.1;0.5;1;0.9;1;2;0.9;1;1;0.9;1.1;2;2;1.1;0.5;0.9;2;0.5;1;1.1;0.5;0.9;2;1;2;1;0.9;1;1.1;0.9;1;1.1;1.1;0.5;0.5;0.9;2;0.9;2;0.5;1.1;0.5
"261";2;1;0.9;1.1;1;1.1;1.1;0.5;2;1;1;1;0.5;0.9;1.1;0.9;1;2;0.9;0.5;2;1.1;1;0.5;1.1;0.5;2;2;0.9;0.9;1.1;1.1;0.5;1;0.9;0.5;1;0.9;2;1;1;0.5;0.5;1;2;1;2;1.1;0.9
"262";1.1;0.9;1;1.1;2;1;1;0.9;1.1;2;1;0.9;0.5;0.9;0.5;0.9;1.1;0.5;0.5;1.1;1;2;0.5;1;0.5;2;1;1;0.9;2;2;1.1;1;1;2;0.9;0.9;2;0.5;1.1;0.5;1;1;0.5;1.1;0.9;1;2;1.1
"263";2;1;0.9;1;1.1;2;0.5;1;1;0.9;1;1.1;0.9;2;0.9;1;1.1;0.9;0.5;2;1.1;1;2;1;1.1;0.9;0.9;0.5;2;1.1;1;2;0.5;1.1;0.5;0.5;2;2;1.1;1;1;0.9;1;0.5;0.5;1;0.5;0.9;1.1
